Title,Authors,URL,DOI,Published Date,Summary
Outcome measures used in the evaluation of adult upper-limb prostheses - kinematic and functional aspects: A scoping review.,"Natália Batista Castilho de Avellar, Rebeca Cunha de Oliveira, Rina Mariane Alves Dutra, Claysson Bruno Santos Vimieiro, Fernanda Márcia Rodrigues Ferreira Lopes, A. M. V. V. Van Petten",https://www.semanticscholar.org/paper/02e80d27c2a2f188fe1e769eeb79230c4014f285,,2025,"The abandonment rates of upper-limb (UL) prostheses are concerning and are related to limitations in the functional and kinematic aspects of the UL prosthesis. Evaluating the usability of prostheses is essential to make improvements in relation to these aspects and develop effective equipment and inform clinical results relevant to rehabilitation. The purpose of this scoping review is to explore the current state of the literature, the characteristics of studies on the topic, and the main parameters and instruments used to evaluate UL prosthesis, regarding kinematic and functional aspects. The search was performed in 7 databases using descriptors related to ""Prosthesis,"" ""Outcome Measures,"" and ""Upper Limb."" Specific data were extracted from full-text articles included in the final sample. A literature search identified 1122 articles. After analyzing the articles using predetermined inclusion and exclusion criteria, 121 relevant articles were included in the final review. Most of the studies found originated from the United States and United Kingdom, predominating quasi-experimental studies and case studies. The predominant level of disability was transradial, and the most cited type of prosthesis was electric/myoelectric. The studies predominated in the clinical context and focused on the use of functional assessments. About 101 assessment instruments in total were found, 82 (81.2%) of which were related to functionality and 19 (18.8%) related to kinematic aspects. Kinematic focus is still scarce on the evaluation of users of UL prostheses. Combining kinematic and functional assessments expands the approach and data collection with the target population. There is a need to develop instruments specifically aimed at this audience."
Comfort and function remain key factors in upper limb prosthetic abandonment: findings of a scoping review,"Lauren C. Smail, Chantelle Neal, C. Wilkins, T. Packham",https://www.semanticscholar.org/paper/b5eb3fd2414ebedaa5d2283451268fafa2db0a81,,2020,"Abstract Purpose Rates of prosthetic device abandonment are dramatically high; however, the reasons behind abandonment are less understood. A scoping review was conducted to explore the current state of the literature on why individuals abandon upper limb prosthetic devices and consider how these reasons have evolved historically. Materials and methods A systematic search of the literature identified 123 articles. After reviewing the articles using predetermined inclusion and exclusion criteria, nine relevant articles were included in the final review. The included articles covered passive, body-powered and myoelectric prosthetic devices. Results Across time, reasons for abandonment could be broadly categorized into comfort and function. Weight, temperature and perspiration were among the most common and persistent comfort-related reasons for abandonment. Regarding function, studies-reported abandonment was attributed to key concerns about control and sensory feedback, whereby participants may feel more functional without their device. Conclusions In agreement with the previous literature, lack of comfort and function remain persistent reasons for upper limb prosthesis abandonment. Up-to-date research on reasons for abandonment of upper limb prosthetic devices is lacking, and recent prosthesis advancements have not been included in studies of device use, adoption and abandonment. Therefore, future work should explore reasons for abandonment in contemporary upper limb prosthetic devices. By understanding the reasons for prosthetic device abandonment, clinicians, therapists and researchers can use this information to proactively mitigate future upper limb prosthetic device abandonment. Findings from this review can be used to guide future prosthetic device development to improve these areas of concern and satisfy user needs. IMPLICATIONS FOR REHABILITATION By understanding the reasons for prosthetic device abandonment, clinicians, therapists and researchers can use this information to proactively mitigate future upper limb prosthetic device abandonment. The findings from this review can be used to guide future prosthetic device development to improve areas of concern and satisfy user needs."
Current rates of prosthetic usage in upper-limb amputees – have innovations had an impact on device acceptance?,"S. Salminger, H. Stino, L. Pichler, Clemens Gstoettner, A. Sturma, J. Mayer, M. Szivak, O. Aszmann",https://doi.org/10.1080/09638288.2020.1866684,,2020,"Abstract Purpose There is a large body of evidence demonstrating high rates of prosthesis abandonment in the upper extremity. However, these surveys were conducted years ago, thus the influence of recent refinements in prosthetic technology on acceptance is unknown. This study aims to gather current data on prosthetic usage, to assess the effects of these advancements. Materials and methods A questionnaire was sent to 68 traumatic upper limb amputees treated within the Austrian Trauma Insurance Agency between the years 1996 and 2016. Responses were grouped by the year of amputation to assess the effect of time. Results The rejection rate at all levels of amputation was 44%. There was no significant difference in acceptance between responders amputated before or after 2006 (p = 0.939). Among users, 92.86% (n = 13) used a myoelectric, while only one amputee (7.14%, n = 1) used a body-powered device. Most responders complained about the comfort (60.87%, n = 14) as well as the weight of the device (52.17%, n = 12). Conclusions The advancements of the last decade in the arena of upper limb prosthetics have not yet achieved a significant change in prosthetic abandonment within this study cohort. Although academic solutions have been presented to tackle patient’s complaints, clinical reality still shows high rejection rates of cost-intensive prosthetic devices. Implications for rehabilitation Abandonment rates in prosthetic rehabilitation after upper limb amputation have shown to be 50% and higher. The advancements of the last decade in the arena of upper limb prosthetics have not yet achieved a significant change in prosthetic abandonment. Well-structured and patient-tailored prosthetic training as well as ensuring the amputee’s active participation in the decision making process will most likely improve prosthetic acceptance."
Advanced upper limb prosthetic devices: implications for upper limb prosthetic rehabilitation.,"L. Resnik, Marissa R Meucci, Shana Lieberman-Klinger, C. Fantini, Debra L Kelty, Roxanne Disla, N. Sasson",https://www.semanticscholar.org/paper/38bc9a1fe4500f12fd84d61b91ef46e03fc60575,,2012,"The number of catastrophic injuries caused by improvised explosive devices in the Afghanistan and Iraq Wars has increased public, legislative, and research attention to upper limb amputation. The Department of Veterans Affairs (VA) has partnered with the Defense Advanced Research Projects Agency and DEKA Integrated Solutions to optimize the function of an advanced prosthetic arm system that will enable greater independence and function. In this special communication, we examine current practices in prosthetic rehabilitation including trends in adoption and use of prosthetic devices, financial considerations, and the role of rehabilitation team members in light of our experiences with a prototype advanced upper limb prosthesis during a VA study to optimize the device. We discuss key challenges in the adoption of advanced prosthetic technology and make recommendations for service provision and use of advanced upper limb prosthetics. Rates of prosthetic rejection are high among upper limb amputees. However, these rates may be reduced with sufficient training by a highly specialized, multidisciplinary team of clinicians, and a focus on patient education and empowerment throughout the rehabilitation process. There are significant challenges emerging that are unique to implementing the use of advanced upper limb prosthetic technology, and a lack of evidence to establish clinical guidelines regarding prosthetic prescription and treatment. Finally, we make recommendations for future research to aid in the identification of best practices and development of policy decisions regarding insurance coverage of prosthetic rehabilitation.

Copyright © 2012 American Congress of Rehabilitation Medicine. Published by Elsevier Inc. All rights reserved.

"
"U.S. Food and Drug Administration Regulation of Prosthetic Research, Development, and Testing","L. Resnik, S. Klinger, V. Krauthamer, Kate Barnabe",https://www.semanticscholar.org/paper/71e1fef52dde69cbcea4f62c709f7c6689f9463d,,2010,"The purpose of this article is to present an overview of U.S. Food and Drug Administration (FDA) regulatory requirements to inform those working to develop and test new prosthetic devices and controls. This article summarizes the risk classification for medical devices, which is based on level of risk control necessary to provide reasonable assurance of safety and effectiveness. Most, but not all, prosthetic components and controls are classified as class I (minimal risk and general controls for risks). Nearly, all class I devices are exempt from premarket notification by FDA. Although data on safety and clinical effectiveness may not be required to obtain FDA clearance to market in the United States, most class I devices, manufacturers, or researchers may still wish to conduct studies using these devices. Studies of low risk to study subjects are called “nonsignificant risk investigational devices studies” and are regulated by Federal codes but do not ordinarily require approval of an investigational device exemption from FDA. Class II devices represent higher risk requiring special controls in addition to the general controls for class I devices. Most, but not all, class II devices require premarket notification (510k) submission, and these typically compare intended use and technology of the device to those of a device already marketed through the 510(k) process. Limited clinical data are occasionally needed for some class II devices. Class III devices are those with the greatest risk, and a premarket approval application, generally with prospective clinical data to demonstrate safety and effectiveness, is needed. This article presents highlights of these regulatory requirements."
Global Regulatory Challenges for Medical Devices: Impact ... - MDPI,,https://www.mdpi.com/2076-3417/14/20/9304,,,
Analysis of Man-Machine Interfaces in Upper-Limb Prosthesis: A Review,"José Ribeiro, Francisco A. X. Da Mota, T. Cavalcante, Ingrid Nogueira, V. Gondim, V. Albuquerque, A. R. Alexandria",https://www.mdpi.com/2218-6581/8/1/16/pdf?version=1550737851,,2019,"This paper compiles and analyzes some of the most current works related to upper limb prosthesis with emphasis on man-machine interfaces. A brief introduction of the basic subjects is given to explain what a prosthesis is, what types of prostheses exist, what they serve for, how they communicate with the user (control and feedback), and what technologies are involved. The method used in this review is also discussed, as well as the cataloging process and analysis of articles for the composition of this review. Each article is analyzed individually and its results are presented in a succinct way, in order to facilitate future research and serve as a source for professionals related to the area of prosthesis, such as doctors, engineers, researchers, and anyone interested in this subject. Finally, the needs and difficulties of the current prostheses, as well as the negative and positive points in the results are analyzed, and the progress achieved so far is discussed."
Cost of Ownership of Upper Limb Prostheses: A Retrospective Analysis,"Anthony Chan, E. Kwok, Petcharatana Bhuanantanondh",https://www.semanticscholar.org/paper/9cd2a7b079492e0a309b3445e047995d382a2ddc,,2017,"An external limb prosthesis is an externallyapplied medical device to replace entirely, or partly, any absent or deficient limb segment [1]. Prostheses for functional restoration of a compromised limb can be body-powered (BP) or externally-powered. A BP prosthesis relies on intentional body motion to create functional activities [2]. An externally-powered prosthesis uses signals initiated by the amputee to control actuators in the prosthesis. A myoelectric (Myo) prosthesis is an externally-powered prosthesis using myoelectric signals from the patient as control input. Electric motors and batteries are common actuators and power sources [3,4]."
[PDF] ISPO EDUCATION STANDARDS for PROSTHETIC/ORTHOTIC ...,,https://www.ispoint.org/wp-content/uploads/2022/02/ispo_standards_nov2018_sprea.pdf,,,
Prosthetic rehabilitation of the upper limb amputee,Bernard O'Keeffe,https://europepmc.org/articles/pmc3193637,,2011,"The loss of all or part of the arm is a catastrophic event for a patient and a significant challenge to rehabilitation professionals and prosthetic engineers. The large, upper extremity amputee population in India has, historically, been poorly served, with most having no access to support or being provided with ineffective prostheses. In recent years, the arrival of organisations like Otto Bock has made high quality service standards and devices accessible to more amputees. This review attempts to provide surgeons and other medical professionals with an overview of the multidisciplinary, multistage rehabilitation process and the solution options available. With worldwide upper extremity prosthesis rejection rates at significant levels, the review also describes some of the factors which influence the outcome. This is particularly relevant in the Indian context where the service can involve high cost investments. It is the responsibility of all contributing professionals to guide vulnerable patients through the process and try to maximise the benefit that can be obtained within the resources available."
Prosthetic rehabilitation of the upper limb amputee,Bernard O'Keeffe,https://europepmc.org/articles/pmc3193637,,2011,"The loss of all or part of the arm is a catastrophic event for a patient and a significant challenge to rehabilitation professionals and prosthetic engineers. The large, upper extremity amputee population in India has, historically, been poorly served, with most having no access to support or being provided with ineffective prostheses. In recent years, the arrival of organisations like Otto Bock has made high quality service standards and devices accessible to more amputees. This review attempts to provide surgeons and other medical professionals with an overview of the multidisciplinary, multistage rehabilitation process and the solution options available. With worldwide upper extremity prosthesis rejection rates at significant levels, the review also describes some of the factors which influence the outcome. This is particularly relevant in the Indian context where the service can involve high cost investments. It is the responsibility of all contributing professionals to guide vulnerable patients through the process and try to maximise the benefit that can be obtained within the resources available."
The importance of rehabilitation concerning upper extremity amputees: A Systematic review,"K. Soyer, Banu Unver, Seval Tamer, Ozlem Ulger",https://pjms.com.pk/index.php/pjms/article/view/9922/4660,,2016,"Objective: To evaluate and point out the importance of prosthetic rehabilitation of upper extremity. Methods: A systematic literature search was performed to identify studies concerning prosthetic rehabilitation in upper extremity. The PRISMA Statement 2009 was used to establish the study and the methodological quality was assessed. Results: The literature search identified 620 studies. Of these 620, 9 studies fulfilled the inclusion criteria and were included for data extraction. The studies pointed out the upper limb prosthetic rehabilitation protocols consist of general exercise programme, motor tasks, phantom exercises, Muscle Training System, edema control, functional activities, signal strengthening, prosthetic education exercises, neuromuscular reeducation, virtual image and virtual reality exercises. Conclusions: The current systematic literature review has shown that the prosthetic rehabilitation seems promising especially for upper extremity amputees."
Upper Limb Prostheses by the Level of Amputation: A Systematic Review,"Diego Segura, Enzo Romero, Victoria E. Abarca, Dante A. Elías",https://www.mdpi.com/2673-1592/6/2/22/pdf?version=1710818539,,2024,"This review article aims to provide an updated and comprehensive overview of the latest trends in adult upper limb prostheses, specifically targeting various amputation levels such as transradial, transmetacarpal, transcarpal, and transhumeral. A systematic search was conducted across multiple databases, including IEEE Xplore, MDPI, Scopus, Frontiers, and Espacenet, covering from 2018 to 2023. After applying exclusion criteria, 49 scientific articles (33 patents and 16 commercial prostheses) were meticulously selected for review. The article offers an in-depth analysis of several critical aspects of upper limb prostheses. It discusses the evolution and current state of input control mechanisms, the number of degrees of freedom, and the variety of grips available in prostheses, all tailored according to the level of amputation. Additionally, the review delves into the selection of materials used in developing these prostheses and examines the progression of technology readiness levels. A significant focus is also placed on the evolution of prosthesis weight over the years for different amputation levels. Moreover, the review identifies and explores critical technological challenges and prospects in upper limb prostheses. Finally, the article culminates with a conclusion that encapsulates the key findings and insights on the advancements and ongoing developments in this field."
Upper Limb Prosthesis: A Functional Replacement for the Biological Limb?,A. Schacter,https://www.semanticscholar.org/paper/a9714d1bc17be2c6e21500173ffacd2d221c48be,,2017,"Introduction In 2005, there were 1.6 million amputees residing in the US, with that number expected to double by the year 2050. Of that number, 41,000 people live with major upper extremity limb loss (Ziegler-Graham, et. al. 2008). The loss of a limb is a devastating experience but an amputee’s quality of life can be dramatically improved with the use of a prosthetic device. Creating a truly functional prosthetic has been, and continues to be, a tremendous challenge. The importance of providing patients with advanced prosthetics and thereby enabling them to function normally can’t be understated. This is especially true for upper limb amputees (ULAs) who are severely inhibited in accomplishing even simple everyday activities. For example, transhumeral amputees require a prosthetic device that can provide full function of the elbow, wrist, and hand. The objective of this paper is to familiarize the reader with the current prosthetic technology, as well as discuss the areas where further advancements are required in order to equip transhumeral amputees with the full range of motion, sensory input, and practicality of a true biological limb."
Upper limb prosthetic prescription - PMC - NIH,,https://pmc.ncbi.nlm.nih.gov/articles/PMC10478545/,,,
Simulator of a Myoelectrically Controlled Prosthetic Hand with Graphical Display of Upper Limb and Hand Posture,"G. A. García, R. Okuno, K. Akazawa",https://www.intechopen.com/citation-pdf-url/44787,,2013,"Three types of prosthetic hand are currently available: cosmetic, body-powered, and myoelectric (Laschi et al., 2000). Cosmetic prostheses are passive, and designed to look like the natural hand, with solely an aesthetic purpose. Body-powered prostheses are pow‐ ered and controlled by body movements, generally of the shoulder or of the back. Myoelectric hands are electrically powered and controlled by electromyographic (EMG) signals; i.e., small electric potentials produced by contracting muscles. Myoelectric hands are typically controlled in switched or simple proportional mode, according to the amplitude of the EMG signals (Stein and Walley, 1983; Nader, 1990; Sears and Shaper‐ man, 1991; Bergman et al., 1992; Kyberd and Chappell, 1994). The switched control is the simplest one, as it consists of only two states: on or off. Although much progress has been made in myoelectric hands, their motor functions are still not comparable with those of a natural hand, partly because they have been designed to provide only the most basic functions of a natural hand, such as grasping and holding."
Passive prosthetic hands and tools: A literature review,"B. Maat, G. Smit, D. Plettenburg, P. Breedveld",https://journals.sagepub.com/doi/pdf/10.1177/0309364617691622,,2017,"Background: The group of passive prostheses consists of prosthetic hands and prosthetic tools. These can either be static or adjustable. Limited research and development on passive prostheses has been performed although many people use these prosthesis types. Although some publications describe passive prostheses, no recent review of the peer-reviewed literature on passive prostheses is available. Objective: Review the peer-reviewed literature on passive prostheses for replacement of the hand. Study design: Literature review. Methods: Four electronic databases were searched using a Boolean combination of relevant keywords. English-language articles relevant to the objective were selected. Results: In all, 38 papers were included in the review. Publications on passive prosthetic hands describe their users, usage, functionality, and problems in activities of daily living. Publications on prosthetic tools mostly focus on sport, recreation, and vehicle driving. Conclusion: Passive hand prostheses receive little attention in prosthetic research and literature. Yet one out of three people with a limb deficiency uses this type of prosthesis. Literature indicates that passive prostheses can be improved on pulling and grasping functions. In the literature, ambiguous names are used for different types of passive prostheses. This causes confusion. We present a new and clear classification of passive prostheses. Clinical relevance This review provides information on the users of passive prosthetic hands and tools, their usage and the functionality. Passive prostheses receive very little attention and low appreciation in literature. Passive prosthetic hands and tools show to be useful to many unilateral amputees and should receive more attention and higher acceptance."
