evidence_id,campaign_id,test_id,data_hora,caminho,tipo,formato,sha256,gerado_por,descricao,observacoes
repetition-0011,repetition,REP-DET-002,2026-07-14T07:06:02.661Z,artifacts/REP-DET-002/run-03.stl,geometria,stl,4becd145da8bdd49da1b5651657f5001497fca805c165c2282aceb19c07172aa,automated,,
repetition-0012,repetition,REP-DET-002,2026-07-14T07:06:02.661Z,artifacts/REP-DET-002/run-04.stl,geometria,stl,4becd145da8bdd49da1b5651657f5001497fca805c165c2282aceb19c07172aa,automated,,
repetition-0013,repetition,REP-DET-003,2026-07-14T07:06:02.661Z,artifacts/REP-DET-003/run-05.stl,geometria,stl,c93631523e4b43f9a22669502f34b9d032723d1fb414e045fd67bc475ed20554,automated,,
repetition-0014,repetition,REP-DET-003,2026-07-14T07:06:02.661Z,artifacts/REP-DET-003/run-06.stl,geometria,stl,c93631523e4b43f9a22669502f34b9d032723d1fb414e045fd67bc475ed20554,automated,,
repetition-0015,repetition,REP-DET-003,2026-07-14T07:06:02.661Z,artifacts/REP-DET-003/run-07.stl,geometria,stl,c93631523e4b43f9a22669502f34b9d032723d1fb414e045fd67bc475ed20554,automated,,
repetition-0016,repetition,REP-DET-003,2026-07-14T07:06:02.661Z,artifacts/REP-DET-003/run-08.stl,geometria,stl,c93631523e4b43f9a22669502f34b9d032723d1fb414e045fd67bc475ed20554,automated,,
repetition-0017,repetition,REP-DET-003,2026-07-14T07:06:02.661Z,artifacts/REP-DET-003/run-09.stl,geometria,stl,c93631523e4b43f9a22669502f34b9d032723d1fb414e045fd67bc475ed20554,automated,,
repetition-0018,repetition,REP-XBR-001,2026-07-14T07:06:02.661Z,artifacts/REP-XBR-001/chromium.stl,geometria,stl,c93631523e4b43f9a22669502f34b9d032723d1fb414e045fd67bc475ed20554,automated,,
repetition-0019,repetition,REP-XBR-001,2026-07-14T07:06:02.661Z,artifacts/REP-XBR-001/firefox.stl,geometria,stl,c93631523e4b43f9a22669502f34b9d032723d1fb414e045fd67bc475ed20554,automated,,
repetition-0020,repetition,,2026-07-14T07:06:02.661Z,artifacts/pw-output/.last-run.json,artefacto,json,3347e279a2946cf30356d1771b2d8d14d20db258c043f343b009a1845802a0a7,automated,,
repetition-0021,repetition,REP-XBR-3561,2026-07-14T07:06:02.661Z,artifacts/pw-output/repetition-rep-xbr-REP-XBR-3561b-r-export-of-a-frozen-config-webkit/error-context.md,configuracao,md,96ecd75d9c8ae6cd59746d345e77230f08d065984ffc9f45ffb2d3748678e5fc,automated,,
repetition-0022,repetition,REP-XBR-3561,2026-07-14T07:06:02.661Z,artifacts/pw-output/repetition-rep-xbr-REP-XBR-3561b-r-export-of-a-frozen-config-webkit/trace.zip,trace,zip,9cee4a9c439c021d6cfa248b3d3cae7673ca0f23c93139cbd40df88318c3d2cb,automated,,
repetition-0023,repetition,,2026-07-14T07:06:02.661Z,frozen-configs.json,configuracao,json,c2d93cd5e486dc2e23fc29de1bca05ef215149f06cc23bf90feadfabc6c9de86,automated,,
repetition-0024,repetition,,2026-07-14T07:06:02.661Z,logs/run.ndjson,log,ndjson,322c043ec3c3a8b6293a4d550ad79c4d6ca046ae9a77d4123905084c6f918698,automated,,
repetition-0025,repetition,,2026-07-14T07:06:02.661Z,metadados.json,metadados,json,c68807629484d347c14ce5c30b0f189ff75babffe93fa5777c12d53fca9af18c,automated,,
repetition-0026,repetition,,2026-07-14T07:06:02.661Z,playwright-report/data/247e30b6c1fbd662665e2d3b74612d4f472d5389.zip,trace,zip,9cee4a9c439c021d6cfa248b3d3cae7673ca0f23c93139cbd40df88318c3d2cb,automated,,
repetition-0027,repetition,,2026-07-14T07:06:02.661Z,playwright-report/data/cdd58f1b954638beaf675520686dbf3822a423d6.md,artefacto,md,96ecd75d9c8ae6cd59746d345e77230f08d065984ffc9f45ffb2d3748678e5fc,automated,,
repetition-0028,repetition,,2026-07-14T07:06:02.661Z,playwright-report/index.html,relatorio,html,3da5a6d515ee28727fffb2f3ab5fb1b132dd8c75637cef6f76b386b2c9e6ec11,automated,,
repetition-0029,repetition,,2026-07-14T07:06:02.661Z,playwright-report/trace/assets/codeMirrorModule-DS0FLvoc.js,artefacto,js,dd5360bef14066001507518e8c2f6b3e525ac1cc41fa7fdf23c34e96f4efadb1,automated,,
repetition-0030,repetition,,2026-07-14T07:06:02.661Z,playwright-report/trace/assets/defaultSettingsView-GTWI-W_B.js,artefacto,js,9c48649a4dfc1ba799a687c4ac96a6a9ada57696116044c227c67c51ebbfdce7,automated,,
repetition-0031,repetition,,2026-07-14T07:06:02.661Z,playwright-report/trace/codeMirrorModule.DYBRYzYX.css,artefacto,css,70bf421a13e87857ca684bfa2cc55f06d7c5a50f71253a3ff1d74769b14a957e,automated,,
repetition-0032,repetition,,2026-07-14T07:06:02.661Z,playwright-report/trace/codicon.DCmgc-ay.ttf,artefacto,ttf,0f1d5219934e96e83b8db162d60b4d8c09b5de1e7d38031cbafe4a3c0f2889c9,automated,,
repetition-0033,repetition,,2026-07-14T07:06:02.661Z,playwright-report/trace/defaultSettingsView.B4dS75f0.css,artefacto,css,844a328b121a95937eec1893b391d5a3473194568dc585ba927f16c8ed0f90c8,automated,,
repetition-0034,repetition,,2026-07-14T07:06:02.661Z,playwright-report/trace/index.C5466mMT.js,artefacto,js,452eab81f93a4001fee058fa2cd1d4e245eed3d28bfe10f7296a6c099ce8d64f,automated,,
repetition-0035,repetition,,2026-07-14T07:06:02.661Z,playwright-report/trace/index.CzXZzn5A.css,artefacto,css,4ec2a3d49db259ce9025cb4fa48d73b1afd58215e567eef3b4a4cbf76c1674d9,automated,,
repetition-0036,repetition,,2026-07-14T07:06:02.661Z,playwright-report/trace/index.html,relatorio,html,4c31886e6b746d02ab0ee0f5f5b8524d855573d6fdc99bf1a280db90a51e0987,automated,,
repetition-0037,repetition,,2026-07-14T07:06:02.661Z,playwright-report/trace/manifest.webmanifest,artefacto,webmanifest,d8540500603a32a39fe7e5a0375dc0f9ebafd11118e06a846db7efc608223ab9,automated,,
repetition-0038,repetition,,2026-07-14T07:06:02.661Z,playwright-report/trace/playwright-logo.svg,artefacto,svg,6b0a4367bdeab10995bc239278f04c68c10e48adbec15e799e01909a0d66dcb9,automated,,
repetition-0039,repetition,,2026-07-14T07:06:02.661Z,playwright-report/trace/snapshot.html,relatorio,html,e192546675329f804bb9d4afbd96f7a1368e53cc42a05f0cc4a57949df7bc245,automated,,
repetition-0040,repetition,,2026-07-14T07:06:02.661Z,playwright-report/trace/sw.bundle.js,artefacto,js,c76aa023df69a0835d12bfae95dddf91c5c90e4e87791d64f41aa051f394d678,automated,,
repetition-0041,repetition,,2026-07-14T07:06:02.661Z,playwright-report/trace/uiMode.Btcz36p_.css,artefacto,css,bfe8330cc78eeb1b1c4d8983aab7068d725526e407903ee19e515996250cb221,automated,,
repetition-0042,repetition,,2026-07-14T07:06:02.661Z,playwright-report/trace/uiMode.Vipi55dB.js,artefacto,js,fb1005d82811458ffd6ae041d79cc7ebabcb6073f7fe03b5f7694c093433ba7b,automated,,
repetition-0043,repetition,,2026-07-14T07:06:02.661Z,playwright-report/trace/uiMode.html,relatorio,html,6cb988cb543334e85350fea36b4ccecae80e76294e0f6c326d7067a1cfa7aaaa,automated,,
repetition-0044,repetition,,2026-07-14T07:06:02.661Z,playwright-report/trace/xtermModule.DYP7pi_n.css,artefacto,css,7c5a01f382f76539fc9b4db6b18e18a7035741845fd14968c5cdc0a7e373d817,automated,,
repetition-0045,repetition,REP-AI-001,2026-07-14T07:06:02.661Z,results/REP-AI-001-limits.json,resultado,json,43ac2ad6f208adbfcd511db859ba6c0b41e00f2a38366a8149139b59554f5391,automated,,
repetition-0046,repetition,REP-AI-002,2026-07-14T07:06:02.661Z,results/REP-AI-002-laterality.json,resultado,json,7bb8ebcb9c8861ad19c272b150c34c9a8da5da5a5848ab406ec39cca56db339e,automated,,
repetition-0047,repetition,REP-AI-003,2026-07-14T07:06:02.661Z,results/REP-AI-003-recovery.json,resultado,json,2dac445f02f0be6a4e1425cb2d919bcb36c6cdf401efa313aa54cb13b5c3720f,automated,,
repetition-0048,repetition,REP-AI-003,2026-07-14T07:06:02.661Z,results/REP-AI-003-schema.json,resultado,json,72ec526693709170d55bf9233c36f2ee86f19ea49aee7e7c17090047dbf05de3,automated,,
repetition-0049,repetition,REP-DET-001,2026-07-14T07:06:02.661Z,results/REP-DET-001.json,resultado,json,d7398b085f9d7357317853f01b792a86f0b1ac4ad0b59feeac8851a80bfa2e49,automated,,
repetition-0050,repetition,REP-DET-002,2026-07-14T07:06:02.661Z,results/REP-DET-002.json,resultado,json,ddd97b83e641e8fc00dbb230014747c799b5974083b01c132026c59ac31a7715,automated,,
repetition-0051,repetition,REP-DET-003,2026-07-14T07:06:02.661Z,results/REP-DET-003.json,resultado,json,82b1496a2ea884bf3e9acf52b606cfab4bd7ae6db769853279f1e164ec0f3a3e,automated,,
repetition-0052,repetition,,2026-07-14T07:06:02.661Z,results/playwright-results.json,resultado,json,e41878859fd4533653482a240bfaff42b7c20a2e2531efd7a0d5913756bc56aa,automated,,
repetition-0053,repetition,,2026-07-14T07:06:02.661Z,results/xbr-chromium.json,resultado,json,96eee3227146c5cfbf4411d5f9aa7e876951940664b091bf0c47fa1e8a69cfe4,automated,,
repetition-0054,repetition,,2026-07-14T07:06:02.661Z,results/xbr-comparison.json,resultado,json,1333619bf024f513b051a1be4448bb940af0e339d847c5a11977ec7e10bf2d28,automated,,
repetition-0055,repetition,,2026-07-14T07:06:02.661Z,results/xbr-firefox.json,resultado,json,615db57cf48ac99d0b587f83001d9c4796b83f46ee798b2fdcfacae2984a7dda,automated,,
repetition-0056,repetition,,2026-07-14T07:06:02.661Z,results/xbr-webkit.json,resultado,json,f086611856a6690491636e1128df5147755c51d3d2996fd81a83554c85e96966,automated,,
