Title,Authors,URL,DOI,Published Date,Summary
Improvement on upper limb body-powered prostheses (1921–2016): A systematic review,"N. A. Hashim, N. A. Abd Razak, N. A. Abu Osman, H. Gholizadeh",https://journals.sagepub.com/doi/pdf/10.1177/0954411917744585,,2018,"Body-powered prostheses are known for their advantages of cost, reliability, training period, maintenance, and proprioceptive feedback. This study primarily aims to analyze the work related to the improvement of upper limb body-powered prostheses prior to 2016. A systematic review conducted via the search of the Web of Science electronic database, Google Scholar, and Google Patents identified 155 papers from 1921 to 2016. Sackett’s initial rules of evidence were used to determine the levels of evidence, and only papers categorized in the design and development category and patents were analyzed. A total of 40 papers in the sixth level of “Design and Development” of an upper limb body-powered prosthesis were found. Approximately 81% were categorized under mechanical alteration. Most papers were patent-type documents (48%), with the Journal of Rehabilitation Research and Development publishing most of the articles related to the design and development of body-powered prostheses. Papers in the scope of the study were published once every 3 years in almost a century, proving that only a few studies were conducted to improve body-powered arms compared with myoelectric technology. Further research should be carried out mainly in areas that have received less attention."
Technological Advances in Prosthesis Design and Rehabilitation Following Upper Extremity Limb Loss,"Taylor Bates, J. Fergason, Sarah N. Pierrie",https://www.semanticscholar.org/paper/905056ffa9fa963e8df8b974d90b94c05a5f7e29,,2020,"PURPOSE OF REVIEW
The complexity of the human extremity, particularly the upper extremity and the hand, allows us to interact with the world. Prosthetists have struggled to recreate the intuitive motor control, light touch sensation, and proprioception of the innate limb in a manner that reflects the complexity of its native form and function. Nevertheless, recent advances in prosthesis technology, surgical innovations, and enhanced rehabilitation appear promising for patients with limb loss who hope to return to their pre-injury level of function. The purpose of this review is to illustrate recent technological advances that are moving us one step closer to the goal of multi-functional, self-identifiable, durable, and intuitive prostheses.

RECENT FINDINGS
Surgical advances such as targeted muscle reinnervation, regenerative peripheral nerve interfaces, agonist-antagonist myoneural interfaces, and targeted sensory reinnervation; development of technology designed to restore sensation, such as implanted sensors and haptic devices; and evolution of osseointegrated (bone-anchored) prostheses show great promise. Augmented and virtual reality platforms have the potential to enhance prosthesis design, pre-prosthetic training, incorporation, and use. Emerging technologies move surgeons, rehabilitation physicians, therapists, and prosthetists closer to the goal of creating highly functional prostheses with elevated sensory and motor control. Collaboration between medical teams, scientists, and industry stakeholders will be required to keep pace with patients who require durable, high-functioning prostheses.

"
Analysis of Man-Machine Interfaces in Upper-Limb Prosthesis: A Review,"José Ribeiro, Francisco A. X. Da Mota, T. Cavalcante, Ingrid Nogueira, V. Gondim, V. Albuquerque, A. R. Alexandria",https://www.mdpi.com/2218-6581/8/1/16/pdf?version=1550737851,,2019,"This paper compiles and analyzes some of the most current works related to upper limb prosthesis with emphasis on man-machine interfaces. A brief introduction of the basic subjects is given to explain what a prosthesis is, what types of prostheses exist, what they serve for, how they communicate with the user (control and feedback), and what technologies are involved. The method used in this review is also discussed, as well as the cataloging process and analysis of articles for the composition of this review. Each article is analyzed individually and its results are presented in a succinct way, in order to facilitate future research and serve as a source for professionals related to the area of prosthesis, such as doctors, engineers, researchers, and anyone interested in this subject. Finally, the needs and difficulties of the current prostheses, as well as the negative and positive points in the results are analyzed, and the progress achieved so far is discussed."
Demystifying upper limb hybrid prostheses—a scoping review,"Sam Walters, Elena Seminati, Benjamin Metcalfe, Nicola Y. Bailey, Elise Catherine Pegg",https://www.semanticscholar.org/paper/d659aff9bb182a3c92377571973e6e077a3b1838,,2025,"Introduction
Hybrid-power is a prosthesis class that combines body-power and external-power into a singular embodiment. The class is rarely discussed in literature and is ill-defined, with the term ""hybrid"" being used to describe a broad range of upper-limb prostheses. This is despite the increased use of hybrid-power prostheses in clinical practice for treating people with above-elbow amputations; there is also little literature assessing their performance relative to the functional benchmarks of body-power or external-power prostheses. This scoping review aims to identify the various subcategories of hybrid prosthesis that exist, with an explicit focus on hybrid-power devices, and to report on the designs and use-cases of hybrid-power devices presented in clinical and research contexts. Where possible, comparisons are made between the performance of hybrid-power devices and other active prostheses.

Methodology
This study follows PRISMA 2020 systematic review reporting guidelines to identify, sort, and select relevant literature from databases. Searches were conducted on three research databases (Scopus, Web of Science, PubMed) and two patent databases (eSpacenet, Derwent Innovations Index) to identify relevant sources on the topic of hybrid-powered prostheses. 142 unique research papers were identified from the three identified research databases, which were screened by title and abstract and further filtered following a full text review, leaving 13 relevant studies and 2 patents which underwent full-text screenings by the lead-author.

Results
Five prominent categories of ""hybridisation"" were identified: hybrid-power, hybrid-control, hybrid-strategy, hybrid-actuation, and hybrid-feedback. Within the hybrid-power class, two prominent use-cases were identified: increasing active control inputs and reducing the physical effort necessary to operate a prosthesis. Additional use-cases were found within research, including increasing the number of grasps available for a transradial prosthesis, and providing flexible control options in areas with limited resources.

Discussion
Insufficient quantitative evidence was found to draw any conclusions about the performance of hybrid-power prostheses relative to body-power or external-power devices. Further research should be conducted into the testing of conventional hybrid-power devices using standard clinical means, to establish a meaningful benchmark performance that future developments in research can draw from.

© 2025 Walters, Seminati, Metcalfe, Bailey and Pegg.

"
[PDF] Upper Extremity Prosthetic Devices - UHC provider portal,,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/index/commercial/upper-extremity-prosthetic-devices-04012026.pdf,,,
Differences in Myoelectric and Body-Powered Upper-Limb Prostheses: Systematic Literature Review,"Systematic Review, SL Carey, DJ Lura",https://www.semanticscholar.org/paper/1cf5ee7f46e797ea285a63ad5adccdb3c1ba0a47,,2017,"ABSTRACT The choice of a myoelectric or body-powered upper-limb prosthesis can be determined using factors including control, function, feedback, cosmesis, and rejection. Although body-powered and myoelectric control strategies offer unique functions, many prosthesis users must choose one. A systematic review was conducted to determine differences between myoelectric and body-powered prostheses to inform evidence-based clinical practice regarding prescription of these devices and training of users. A search of 9 databases identified 462 unique publications. Ultimately, 31 of them were included and 11 empirical evidence statements were developed. Conflicting evidence has been found in terms of the relative functional performance of body-powered and myoelectric prostheses. Body-powered prostheses have been shown to have advantages in durability, training time, frequency of adjustment, maintenance, and feedback; however, they could still benefit from improvements of control. Myoelectric prostheses have been shown to improve cosmesis and phantom-limb pain and are more accepted for light-intensity work. Currently, evidence is insufficient to conclude that either system provides a significant general advantage. Prosthetic selection should be based on a patient’s individual needs and include personal preferences, prosthetic experience, and functional needs. This work demonstrates that there is a lack of empirical evidence regarding functional differences in upper-limb prostheses."
[PDF] Upper Limb Prosthetic Rehabilitation and Life Care Planning ...,,https://cdn2.hubspot.net/hubfs/4289906/News%20Articles/2017-winter-jnlcp.pdf,,,
Prosthetic rehabilitation of the upper limb amputee,Bernard O'Keeffe,https://europepmc.org/articles/pmc3193637,,2011,"The loss of all or part of the arm is a catastrophic event for a patient and a significant challenge to rehabilitation professionals and prosthetic engineers. The large, upper extremity amputee population in India has, historically, been poorly served, with most having no access to support or being provided with ineffective prostheses. In recent years, the arrival of organisations like Otto Bock has made high quality service standards and devices accessible to more amputees. This review attempts to provide surgeons and other medical professionals with an overview of the multidisciplinary, multistage rehabilitation process and the solution options available. With worldwide upper extremity prosthesis rejection rates at significant levels, the review also describes some of the factors which influence the outcome. This is particularly relevant in the Indian context where the service can involve high cost investments. It is the responsibility of all contributing professionals to guide vulnerable patients through the process and try to maximise the benefit that can be obtained within the resources available."
Functional assessment of current upper limb prostheses: An integrated clinical and technological perspective,"P. Capsi-Morales, C. Piazza, Lis Sjoberg, M. G. Catalano, G. Grioli, A. Bicchi, L. Hermansson",https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0289978&type=printable,,2023,"Although recent technological developments in the field of bionic upper limb prostheses, their rejection rate remains excessively high. The reasons are diverse (e.g. lack of functionality, control complexity, and comfortability) and most of these are reported only through self-rated questionnaires. Indeed, there is no quantitative evaluation of the extent to which a novel prosthetic solution can effectively address users’ needs compared to other technologies. This manuscript discusses the challenges and limitations of current upper limb prosthetic devices and evaluates their functionality through a standard functional assessment, the Assessment of Capacity for Myoelectric Control (ACMC). To include a good representation of technologies, the authors collect information from participants in the Cybathlon Powered Arm Prostheses Race 2016 and 2020. The article analyzes 7 hour and 41 min of video footage to evaluate the performance of different prosthetic devices in various tasks inspired by activities of daily living (ADL). The results show that commercially-available rigid hands perform well in dexterous grasping, while body-powered solutions are more reliable and convenient for competitive environments. The article also highlights the importance of wrist design and control modality for successful execution of ADL. Moreover, we discuss the limitations of the evaluation methodology and suggest improvements for future assessments. With regard to future development, this work highlights the need for research in intuitive control of multiple degrees of freedom, adaptive solutions, and the integration of sensory feedback."
Extrapolation of Emerging Technologies and Their Long-Term Implications for Myoelectric versus Body-Powered Prostheses: An Engineering Perspective,R. Weir,https://www.semanticscholar.org/paper/b4e24f080c1eb624d9775e74684d278fb0a64ce8,,2017,"The field of prosthetic rehabilitation is at the cusp of a revolution in upper-limb prosthetic techniques and treatment options. After 50 years of largely incremental developments in the design of both body-powered and myoelectric upper extremity prostheses, new technologies are coming of age that will provide sensory feedback to the user. This, in turn, will promote embodiment of the prosthesis, allowing users to believe the device is a true extension of themselves. This will facilitate the incorporation of the prosthesis into their body image and allow users to finally begin to think of the prosthesis as a true limb replacement rather than as a tool. This review surveys innovations in upper-limb prosthetic rehabilitation from an engineering perspective. (J Prosthet Orthot. 2017;29:P63–P74)"
Physiatrist Perspective on Upper-Limb Prosthetic Options:... : JPO: Journal of Prosthetics and Orthotics,"Melton, Danielle H. MD Author Information",https://journals.lww.com/jpojournal/fulltext/2017/10001/physiatrist_perspective_on_upper_limb_prosthetic.8.aspx,,2024-06-13,
History of upper limb prostheses,P. Kyberd,https://www.semanticscholar.org/paper/3de623317870e34a4269b3bb650a68ffdb5af4d6,,2022,"Limb Prosthetics has a long history with stories of artificial limbs going back more than two thousand years. The first physical evidence for artificial limbs is in Egyptian mummies. Later medieval designs survive for study. The most famous user was the German knight; Götz von Berlichingen. The first body powered designs were recorded in 1812 by Peter Ballif. To create a viable market and companies to supply it, required technical developments including anesthetics and antisepsis, after which the chances of surviving the initial trauma allowed many more people to survive. The First and Second World Wars provided a spur to increasing the technology, as did the significant number of children born with the teratogenic effects of α-phthalimidoglutarimide (Thalidomide). The story of the impact of the drug and the response by the industry is not one where the majority of the industry emerge with a good reputation. Nevertheless the industry has learned lessons that have improved many aspects of prosthetics and drug development."
40. The evolution of prosthetics,A. Kam,https://www.semanticscholar.org/paper/65c72c4eb346e66353193bb5c5b569ad0dcc8e28,,2007,"Throughout history, prosthetic limbs have undergone significant changes in design and function. For example, an ancient bronze and iron prosthesis with a wooden core, discovered in Italy and dated back to 300 BC, has evolved into a modern shock-absorbing multi-axis prosthetic foot for walking on uneven ground. Recent advances in “neuro-controlled” prosthetics with microprocessor controllers further allow their users to produce smooth, multi-joint movements, simulating “real limbs”. With an increase in government funding focusing on researches in independent mobility, it is expected that new designs will improve immensely the quality of life of amputees. Are we approaching closer to the “ideal prosthetic limb”? The objective of this paper is to examine the evolution of various prosthetic designs and to re-apply some of the old concepts into new designs. The method used is mainly literature review. Results/conclusion: N/A. 
Wetz H, Gisbertz D. History of artificial limbs for the leg. Orthopade 2000; 29(12):1018-32. 
Pascual G. Amputations, walking and prosthesis development. An R Acad Nac Med (Madr) 2003; 120(3):593-607. 
Cottrell-Ikerd V, Ikerd F, Jenkins DW. The Syme’s amputation: a correlation of surgical technique and prosthetic management with an historical perspective 1994; 33(4):355-64."
Evolution of Functional Hand Prostheses on the Postal Stamps,A. Afshar,http://www.thieme-connect.de/products/ejournals/pdf/10.1055/s-0037-1608744.pdf,,2017,"Losing a part of the upper limb or the hand is not an uncommon disability; however, using a prosthesis can improve the quality of life and working of the amputee.1 This brief review presents the evolution of functional hand prostheses on the postal stamps; however, by no means it is a complete review. A stamp issued byHungary in 1987 demonstrates Ambroise Paré (1510–1590) and a design of a mechanical artificial hand (►Fig. 1). Paré was a French barber/surgeon. He not only contributed to the technique of surgical amputation but also presented a design of mechanical hand prostheses. He was an accomplishedanatomist. Therefore,whenheattemptedtocraft anartificial hand, henotonly intended to conceal thedeformity but alsowanted it towork as a biological hand. Themechanical engineering of the Paré’s artificial handmay be considered as a precursor of the today’s robotic hand. However, Paré’s artificial hand did not have voluntarymovement andwas too expensive that only the wealthy individuals could afford it.2 Until the mid-19th century, the hand prosthesis for the common people consisted of a leather bucket and hook. In the Peter Pan fictional stories, the character of the pirates’ captain acquired thenameCaptainHookbecauseheuseda singlehook terminal device on his lost right hand. A hookdevice instead of the right handpresents a character beyondregular appearance for the pirates’ captain. The Captain Hook’s right handwas cut off by Pan andwas eaten by a crocodile.►Fig. 2 demonstrates Captain Hook with a single hook stand terminal device for his lost right hand.3 Functional prostheses are divided into body-powered (cable-controlled) and externally powered (myoelectric).1 In 1818, Peter Baliff, a German dentist, introduced the idea of automatic body-powered upper limb prosthesis.4 In the 1860s, the Comte de Beaufort in France adapted a design of prosthesis to enable the amputee to open and close a double"
Evolution of Functional Hand Prostheses on the Postal Stamps,A. Afshar,http://www.thieme-connect.de/products/ejournals/pdf/10.1055/s-0037-1608744.pdf,,2017,"Losing a part of the upper limb or the hand is not an uncommon disability; however, using a prosthesis can improve the quality of life and working of the amputee.1 This brief review presents the evolution of functional hand prostheses on the postal stamps; however, by no means it is a complete review. A stamp issued byHungary in 1987 demonstrates Ambroise Paré (1510–1590) and a design of a mechanical artificial hand (►Fig. 1). Paré was a French barber/surgeon. He not only contributed to the technique of surgical amputation but also presented a design of mechanical hand prostheses. He was an accomplishedanatomist. Therefore,whenheattemptedtocraft anartificial hand, henotonly intended to conceal thedeformity but alsowanted it towork as a biological hand. Themechanical engineering of the Paré’s artificial handmay be considered as a precursor of the today’s robotic hand. However, Paré’s artificial hand did not have voluntarymovement andwas too expensive that only the wealthy individuals could afford it.2 Until the mid-19th century, the hand prosthesis for the common people consisted of a leather bucket and hook. In the Peter Pan fictional stories, the character of the pirates’ captain acquired thenameCaptainHookbecauseheuseda singlehook terminal device on his lost right hand. A hookdevice instead of the right handpresents a character beyondregular appearance for the pirates’ captain. The Captain Hook’s right handwas cut off by Pan andwas eaten by a crocodile.►Fig. 2 demonstrates Captain Hook with a single hook stand terminal device for his lost right hand.3 Functional prostheses are divided into body-powered (cable-controlled) and externally powered (myoelectric).1 In 1818, Peter Baliff, a German dentist, introduced the idea of automatic body-powered upper limb prosthesis.4 In the 1860s, the Comte de Beaufort in France adapted a design of prosthesis to enable the amputee to open and close a double"
Prosthetic Myoelectric Control Strategies: A Clinical Perspective,"Aidan D. Roche, Hubertus Rehbaum, D. Farina, O. Aszmann",https://link.springer.com/content/pdf/10.1007/s40137-013-0044-8.pdf,,2014,"Control algorithms for upper limb myoelectric prostheses have been in development since the mid-1940s. Despite advances in computing power and in the performance of these algorithms, clinically available prostheses are still based on the earliest control strategies. The aim of this review paper is to detail the development, advantages and disadvantages of prosthetic control systems and to highlight areas that are current barriers for the transition from laboratory to clinical practice. Current surgical strategies and future research directions to achieve multifunctional control will also be discussed. The findings from this review suggest that regression algorithms may offer an alternative feed-forward approach to direct and pattern recognition control, while virtual rehabilitation environments and tactile feedback could improve the overall prosthetic control."
