Title,Authors,URL,DOI,Published Date,Summary
Participatory Technology Design for Autism and Cognitive Disabilities: A Narrative Overview of Issues and Techniques,"Nigel Robb, Bryan Boyle, Yurgos Politis, N. Newbutt, H. Kuo, Connie Sung",https://www.semanticscholar.org/paper/d9e4eaea271a0b372eb8a0c99b3e6f1a6857ba60,,2021,"Participatory design (PD) refers to the involvement of users in the design and development process. Those who may be identified as eventual users of such technology are often involved in the development process as testers or as informants. However, PD aims to transform this user involvement, allowing users to contribute ideas and influence the design of the resulting software, product, or service. PD therefore is not simply motivated by, or concerned with, the extent to which user involvement may improve the quality of technology. Rather, it is also concerned with the ethical and political dimensions of increased user participation. This combined focus on the quality of outcome and empowerment through participation in the process of design has attracted the interest of developers of technology for people with autism and other neurodevelopmental disabilities (NDDs). In addition to the obvious benefit of improving software quality (e.g., by being aware of the unique requirements of such populations), researchers now also recognise that PD may help to improve inclusion and well-being for people with NDDs. Indeed, it is recognised that PD can help ensure that the rights of these individuals, both in terms of their right to full societal participation and access to the technology that supports such participation. Research on PD with people with NDDs has been carried out increasingly in recent years. However, much of our collective knowledge is based on a disparate body of research, with different researchers focused on different aspects of the field. As a result, there is little in the way of concrete, practical advice for designers who wish to use PD with people with NDDs. In this chapter, therefore, we provide a narrative review focused on the practical aspects of previous PD projects. Our aim is to provide the novice PD researcher and designer with an overview of what techniques they might use and what challenges they might face when embarking on a PD project."
How are Autistic People Involved in the Design of Extended Reality Technologies? A Systematic Literature Review,"Nigel Newbutt, Noah J. Glaser, Marc-Sonley Francois, Matthew Schmidt, S. Cobb",https://link.springer.com/content/pdf/10.1007/s10803-023-06130-3.pdf,,2023,"The primary aim of this systematic review is to investigate the inclusion of autistic individuals in the design process of immersive technologies. This study follows the preferred reporting items for systematic reviews and meta-analyses standards for systematic literature reviews. To ensure the research questions and subsequent stages of the review incorporate pertinent parameters, the problem, interest, context framework has also been employed. Findings highlight that, while early proponents of immersive technology emphasized the importance of user involvement in design of new technology, immaturity of the technology often limited the implementation of direct user input to the design process. Nonetheless, analysis of the literature published between 2002–2022 identified 20 studies in which substantial influence of autistic individuals and stakeholders was found in the design process of immersive technologies. The roles of autistic individuals varied from active co-designers and co-creators to essential contributors in refining prototypes and providing critical feedback, ensuring the final products align with their needs and preferences. Results underscore the need to align research and design of immersive technologies more closely with the priorities and preferences of autistic individuals. Further is needed regarding actively involving autistic individuals in the design and implementation of immersive technology applications. On this basis, we maintain that more inclusive and effective deployment of immersive technologies is needed in order to ensure that resultant technologies are fit for purpose and address the actual needs of the autistic community."
Preface,"Michal Skrzypczak, P. Hofman",https://www.semanticscholar.org/paper/8c25611154e2d990d42055bbf6877aba6b3e7925,,2021,"The Cambridge Workshops on Universal Access and Assistive Technology (CWUAAT) are a series of workshops held at a Cambridge University College every two years. This volume: “DESIGNING INCLUSIVE SYSTEMS” comes from the 6 in this series of highly successful events. The workshops are characterised by a single session running over three days in pleasant surroundings with delegates from home and abroad staying on site. Feedback suggests that allowing speakers longer presentation times, carrying discussion on through sessions into plenaries and shared mealtimes generates a highly cooperative and creative academic environment that is both enjoyable and informative. The workshop theme: “Designing inclusion for real-world applications” refers to the emerging potential and relevance of the latest generations of inclusive design thinking, tools, techniques and data, to mainstream project applications such as healthcare and the design of working environments. Inclusive Design Research involves developing tools and guidance enabling designers to design for the widest possible population, for a given range of capabilities. In the context of demographic changes leading to an increasing number of older people, the general field of inclusive design research strives to relate the capabilities of the population to the design of artefacts, environments and technology by better characterising the user and the task demand. Inclusive populations of older people, for example, contain a greater variation in sensory, cognitive and physical capabilities. These variations may be co-occurring and rapidly changing leading to a demanding design environment. Previous research developments in inclusive design have addressed issues of matching product and task demand to users’ capabilities in the context of simple daily living activities or specific products. New research developments are now extending the scope of the inclusive design approach into real-world applications by forming interdisciplinary links with systems engineering, industrial product design, healthcare and medical device design as well as education, policy development and architecture. This is a necessary stage of research because once design techniques and materials are fully developed for knowledge transfer, a"
Make It Better: how universal design principles can have an impact on healthcare services to improve the patient experience,"J. Myerson, J. West",https://www.semanticscholar.org/paper/9fe27a6eab5c1a80f76ad2c2dc8652e0960775cc,,2015,"The delivery of frontline healthcare services has traditionally been framed by clinical considerations and viewed predominantly from the perspective of the medical professions involved in care of patients. But what if a broader approach was adopted in which the patient experience was placed at the centre of the process and services were framed by design thinking as well as clinical considerations? This paper explores an alternative patient-centred approach to healthcare – both in the hospital and in the community – that draws on universal design principles. The paper examines the Seven Principles of Universal Design (as defined by Ron Mace, North Carolina State University, 1997) and evaluates which of those principles are relevant to the complex demands of healthcare today, using case studies from The Helen Hamlyn Centre for Design, RCA. The paper concludes by reflecting on the implications of a more inclusive approach for both clinical and design practice."
Developing Innovative Solutions for Universal Design in Healthcare and Other Sectors,"Jonathan White, E. I. Mosca",https://www.semanticscholar.org/paper/f9cf8a70c46828423fa93a95542c6976ea2c9ada,,2022,"For over half a century, researchers have sought to better understand the needs of people with disabilities in the built environment, and for more than a quarter century, they have sought to understand the effectiveness of universal design (UD) on a wide range of people and populations. This research led to the creation of the innovative solutions for Universal Design (isUD) building certification program, which addresses knowledge gaps in the practitioner's field with UD criteria. The isUD focuses on commercial buildings but aims to expand to other sectors including healthcare and residential settings. The research and outcomes used in the development and evaluation of the isUD combined with lessons learned from implementation of the isUD program suggest a path forward to improve and expand the program. Several research studies have evaluated the effectiveness of UD standards. One study compared university residence halls, one of which was built using a draft version of UD standards using a guided tour and online surveys among other methods.[1] Another study used online surveys to compare a workplace built using the isUD with the former workspace.[2] Another study used in-person surveys to compare public right-of-way features pre- and post- design intervention.[3] Lastly, an innovative doctoral dissertation that proposes a new methodological tool to evaluate UD in healthcare settings [4-5] has been analyzed to inform the isUD's expansion into the healthcare sector. The results indicate there is value in using UD to address equal access to and use of facilities for people with and without disabilities, and people of diverse social, cultural, and economic backgrounds. Facilities built using UD standards and tools are more usable, comfortable, and satisfying for users. However, the results also indicate there is room for improvement to make the isUD tool more effective. These improvements will better enable expansion of the tool to be usable in settings with more specialized requirements. While UD is often effective at improving human performance, health and wellness, and social participation across some measures, and while tools that assist with UD implementation may further help achieve these outcomes, to gain widespread adoption across multiple sectors, such tools must be shown to be consistently effective in achieving UD outcomes across all measures. These improvements can help expand availability of UD to a wider, more diverse audience."
Refactoring design to reframe (dis)ability,E. Churchill,https://www.semanticscholar.org/paper/99de0fb98e08961c3549eae4010d8c419c2d91a4,,2021,"somewhat whimsical, these pieces are certainly provocative. This brings me to critical disability studies (CDS), the topic of this issue of Interactions. CDS analyzes disability as a cultural, historical, relative, social, and political phenomenon. Coming from a very different standpoint from Carpentier, CDS nevertheless intends to challenge our thinking about the notion of the normal when it comes to thinking about bodies and minds. Scholars in this area look to social norms whereby particular mental, bodily, and behavioral attributes are considered to be impairments, and where abilities that do not conform to the norm are seen as “dis”abilities. Social conditions surrounding and driving stigmatization and inclusion/exclusion are addressed head on and unpacked, with a view to introducing new, more inclusive perspectives. In our world of HCI and UX, I have been considering how products we design are created, and how we can create the conditions under which our products accommodate more diverse ways of being, where inclusion and equity are central considerations. There are of course a number of approaches to design that have consciously engaged with the question: For whom are we designing? Usable design is perhaps the most specifically focused on a particular set of users (often too little examined and referred to as the user), addressing whether those users can achieve a specified set of tasks in a particular environment. Universal design attempts to expand the concept of usability to all people, inviting designs that need no adaptation for specific ability profiles. Inclusive design, another area of practice, critically engages the notion of benefit and harm— In 2014, Cooper Hewitt, Smithsonian Design Museum had an exhibition focused on “designing for people,” a phrase inspired by Henry Dreyfus, the post–World War II pioneering designer [1]. The exhibition, entitled “Beautiful Users,” featured the work of Thomas Carpentier [2]. An architect by training, Carpentier has several projects focused on designing for bodies that challenge notions of normal or ideal bodies, such as Protagoras’s “man, measure of all things,” Leonardo da Vinci’s Vitruvian Man, or Le Corbusier’s 1948 Modulor Man, which embodies “a range of harmonious measures to suit the human scale, universally applicable to architecture and mechanical things.” Le Corbusier’s normative/normalized body drove many of his own architectural designs—designs that therefore favored some bodies and some physical movements and motions over others. For example, it may be hard for a caregiver with a baby stroller, a visually impaired person walking with a guide, or a person in a wheelchair to turn around in some of his hallways. In favoring certain bodies and motions over others, Le Corbusier’s designs embody systems of power, accommodating those who fit the “norm” and othering those who do not; specifically, the designs prioritize maleness and reinforce normative and restricted notions of able-bodiedness. Carpentier’s work challenges these kinds of restricted bodily “ideals” [3]. He depicts bodies that are extended, augmented, deformed, perfect, transformed, and moving, shapes that are intended to challenge what he calls out as modern society seeking to “rationalize, classify, and standardize goods and services of every kind.” He states: Architecture cannot escape from this agenda: spaces, programs, uses, dimensions, individuals, values, and thinking tend to conform to standards rather than explore the possible. Human bodies, as the basis of the larger system, are also subject to standardization...The body is not standard...This project imagines architectural forms and spaces for extraordinary bodies. In a related project, Carpentier reworks the Bauhaus architect Ernst Neufert’s Architects’ Data, a classic standard of modernism originally published in 1936. The reworking showcases the diversity of human bodies, and the inspiration that architects can get from designing from these “non-normate” [4] bodies. Deviation from the standard in order to accommodate different bodies highlights the ways in which diversity and equity of experience can be designed for. Examples include: Borg Queen, who has only a head and a chest, the rest of her body being an accessory; Arnold, a bodybuilder with prominent shoulders who needs extra-wide door openings at shoulder height; David, a legless dancer who lives at a different altitude and whose home has furniture installations that allow him to move in the same plane as his partner; and Genie, who lives inside a lamp. While"
Human-centered design for medical devices and diagnostics in global health,"Mark Fisher, E. Johansen",https://www.semanticscholar.org/paper/cf582564db4dbb571f8bcbbdb97237ce52f33178,,2020,"So much lifesaving medical technology exists in the world, yet so little of it benefits communities with low resources. Purchase price is only one barrier. The World Health Organization found nearly three quarters of devices provided by industrialized countries are not used when they reach low resource communities. Most medical devices and diagnostics fail to operate effectively in environments with power fluctuations, high temperatures, high humidity, dust, insect infiltration, poor availability of spare parts, high-cost consumables, and low staff-to-patient ratio. To provide robust, well-designed products for low-resource environments, devices need to be developed to address the needs of the local clinics, hospitals, and communities. Human-Centered Design (HCD) is a set of tools, processes, and mindsets that can help a team uncover the essential needs of diverse stakeholders involved in the success of medical technology for global health. This paper provides an overview of the HCD techniques we have found most useful in developing medical technology for global health applications. To illustrate the HCD techniques and their benefits, we present a case study of Design that Matters' Firefly phototherapy. The device is now treating newborn jaundice in low-resource hospitals in over 20 low and middle-income countries."
Human centred criteria for healthcare design,"A. Millet, A. A. Akle, J. Legardeur",https://www.semanticscholar.org/paper/2065bb575bf77410d62a60ada31eac824f26418c,,2018,"Health devices or product are parts of a complex environment where misuses can conduct to heavy consequences. Directives and standards require to integrate human factors in the design process in order to reduce risks of misuses and to guide the design process. However, few studies present Human Centred Design criteria helping to design process. Therefore, we aim within this paper to observe the relevance and the use of Human Centred Criteria in a health context. Our paper presents then the Human Centred Design and health criteria and ways to use them over the design process. As result, we present a selection of criteria for each stage of the design process to help considering health constraints."
Medical Device and Equipment Design,Michael E. Wiklund,https://www.semanticscholar.org/paper/528cb2f86fe4efbd0f3d5bb71e8d06004fbebaf7,,2024,"The key to profitability and success in both the medical device and the equipment markets often relates to how easy your products are to use. User acceptance and preference frequently is dependent upon ergonomic design.Medical Device and Equipment Design helps you enhance your product design, maximize user acceptance, and minimize potential problems in the marketplace. It provides practical guidance on how to plan and incorporate ergonomic design principles into medical devices and equipment so users intuitively feel comfortable with the product.Design engineers, usability and reliability engineers, software programmers, documentation specialists, product managers, quality engineers, and market/product managers will find this text invaluable in getting usability built into products from the very beginning."
Methods for Co-designing Health Communication Initiatives with People with Disability: A Scoping Review,"Kelsey Chapman, Connie Allen, Elizabeth Kendall",https://doi.org/10.1080/10810730.2025.2462679,,2025,"Co-design, a collaborative approach where end-users are actively involved in design processes, has gained traction in health communication. Its integration into health communication initiatives holds promise for amplifying the voices of people with disability. Despite this, its application remains inconsistent. This scoping literature review explores how people with disability are included, when and through what methods to co-design health communication interventions. Principles of importance are considered and identified. Thirty articles published between 2018 and 2023 were reviewed. The review identified a range of methods used in health communication initiatives, with people with disability engaging at different stages and in different ways. While co-design offers potential for improved health communication, challenges such as unpredictable outcomes, diversity of participant needs, and barriers to full engagement persist. Improved transparency and consistency in reporting co-design processes are recommended to enhance rigor and effectiveness of future initiatives."
Disrupting the world of Disability: The Next Generation of Assistive Technologies and Rehabilitation Practices.,"C. Holloway, H. Dawes",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1049/htl.2016.0087,,2016,"Designing, developing and deploying assistive technologies at a scale and cost which makes them accessible to people is challenging. Traditional models of manufacturing would appear to be insufficient at helping the world's 1 billion disabled people in accessing the technologies they require. In addition, many who receive assistive technologies simply abandon them as they do not meet their needs. In this study the authors explore the changing world of design for disability. A landscape which includes the rise of the maker movement, the role of ubiquitous sensing and the changing role of the 'user' to one of designer and maker. The authors argue they are on the cusp of a revolution in healthcare provision, where the population will soon have the ability to manage their own care with systems in place for diagnosis, monitoring, individualised prescription and action/reaction. This will change the role of the clinician from that of diagnostician, gatekeeper and resource manager/deliverer to that of consultant informatics manager and overseer; perhaps only intervening to promote healthy behaviour, prevent crisis and react at flash moments."
Exploring the barriers to using assistive technology for individuals with chronic conditions: a meta-synthesis review,"J. Howard, Z. Fisher, A. Kemp, Stephen Lindsay, L. Tasker, J. Tree",https://cronfa.swan.ac.uk/Record/cronfa55335/Download/55335__18416__689474d058e04723b9893c03b02819dd.pdf,,2020,"Abstract Purpose Assistive technology can provide a key tool to enabling independence, greater inclusion and participation in society for individuals with chronic conditions. This potential is currently not always realized due to barriers to accessing and using assistive technology. This review aims to identify the common barriers to acquiring and using assistive technology for users with chronic conditions through a systematic meta-synthesis. This differs from other systematic reviews by applying a transdiagnostic approach to identify if barriers are common across chronic conditions. Materials and methods A systematic literature search of five scientific databases (PubMed, SCOPUS, PsycINFO, CINAHL and Medline) was conducted to identify relevant qualitative studies. The search was conducted in November 2019. For the identified articles, thematic content analysis was conducted and the methodological quality was evaluated using the Critical Appraisal Skills Programme (CASP) checklist for qualitative research. Results Forty papers met the inclusion criteria and were included in the analysis. Fifty-one descriptive themes grouped into six overarching analytical themes were identified from the studies. The analytical themes identified were: the design and function of the assistive technology, service provision, information and awareness, psychological barriers, support network and societal barriers. Conclusions The barriers are interconnected and common across different health conditions. More involvement in personalized care for developing strategies, adaptation of home technologies and provision of assistive technology could overcome the service provision and design barriers to assistive technology. Accessible information and providing greater awareness will be important to overcoming information, psychological and societal barriers to assistive technology. Implications for rehabilitation Individuals with chronic conditions face complex barriers to acquiring and using assistive technology as a result of the devices themselves, their individual context, the healthcare context where assistive technology is provided and wider societal barriers. The provision of assistive technology needs to change away from the traditional medical model of the “expert” clinician and instead focus on more user involvement to deliver personalised care that utilises the users lived knowledge and experiences. Assistive technology provision should be considered alongside how to adapt everyday mainstream technology to meet user needs; the provision of devices should encourage creative problem solving rather then relying on pre-defined prescription lists of assistive technology."
COLLABORATIVE DESIGN PROCESSES IN MEDICAL DEVICE DEVELOPMENT,"M. Privitera, D. Southee",https://www.semanticscholar.org/paper/49d5c3b16539715f2bc2f24af3e537072ffd0357,,2016,"The medical device industry creates life changing innovation and advances the practice of medicine, the health of consumers and provides employment. (AdvaMed 2014) The device industry, along with the medical practice is highly collaborative and heavily regulated. As such, designers need to know as much about the individual (patient) end use as they do about all end-users(Ogrodnik 2013) In the context of a complex and challenging product development environment, this paper reports on a study to address the following research questions: what are the theoretical approaches to design in the medical device industry; what are the defining aspects of the relationship between device development teams and their respective users; and what is the role of industrial design in this process? The methodology employed a literature review of current device development processes, including the significance and definition of a medical device; the history of medical device development; governmental and regulatory influences; and collaborative design processes. Findings indicate that by suggesting contextual inquiry and formal usability assessments, regulating agencies have only encouraged user involvement but not provided a framework within their mandated process beyond testing after the device design is finalized. In essence, users are passive participants, typically tapped as a resource to meet agency requirements. Additionally, there is a lack of commensurate work on the practicalities of user engagement, such as gaining access. Practices exist promoting user involvement in consumer product design that may be applicable to medical devices. Lastly, the role of industrial design is not recorded, yet it is evident the methods are utilised. Further, in instances where team disciplines or members are defined, such as the study by Martin, Clark et al (2012) whereby team members included: engineering, nursing, medical physics, and clinical physiology, design and/or industrial design is missing. (Martin et al. 2012)"
