Title,Authors,URL,DOI,Published Date,Summary
New developments in prosthetic arm systems,"I. Vujaklija, D. Farina, O. Aszmann",https://www.semanticscholar.org/paper/3a6d34c78fd5f0d2c0c69cbe753d7fa1e6b75f25,,2016,"Absence of an upper limb leads to severe impairments in everyday life, which can further influence the social and mental state. For these reasons, early developments in cosmetic and body-driven prostheses date some centuries ago, and they have been evolving ever since. Following the end of the Second World War, rapid developments in technology resulted in powered myoelectric hand prosthetics. In the years to come, these devices were common on the market, though they still suffered high user abandonment rates. The reasons for rejection were trifold – insufficient functionality of the hardware, fragile design, and cumbersome control. In the last decade, both academia and industry have reached major improvements concerning technical features of upper limb prosthetics and methods for their interfacing and control. Advanced robotic hands are offered by several vendors and research groups, with a variety of active and passive wrist options that can be articulated across several degrees of freedom. Nowadays, elbow joint designs include active solutions with different weight and power options. Control features are getting progressively more sophisticated, offering options for multiple sensor integration and multi-joint articulation. Latest developments in socket designs are capable of facilitating implantable and multiple surface electromyography sensors in both traditional and osseointegration-based systems. Novel surgical techniques in combination with modern, sophisticated hardware are enabling restoration of dexterous upper limb functionality. This article is aimed at reviewing the latest state of the upper limb prosthetic market, offering insights on the accompanying technologies and techniques. We also examine the capabilities and features of some of academia’s flagship solutions and methods."
Extended Reality “X-Reality” for Prosthesis Training of Upper-Limb Amputees: A Review on Current and Future Clinical Potential,"Aya Gaballa, R. Cavalcante, E. Lamounier, A. Soares, J. Cabibihan",https://www.semanticscholar.org/paper/0184f26b0cb43c712083c39355a0091b7d622afe,,2022,"The rejection rates of upper-limb prosthetic devices in adults are high, currently averaging 26% and 23% for body-powered and electric devices, respectively. While many factors influence acceptance, prosthesis training methods relying on novel virtual reality systems have been cited as a critical factor capable of increasing the likelihood of long-term, full-time use. Despite that, these implementations have not yet garnered widespread traction in the clinical setting, and their use remains immaterial. This review aims to explore the reasons behind this situation by identifying trends in existing research that seek to advance Extended Reality “X-Reality” systems for the sake of upper-limb prosthesis rehabilitation and, secondly, analyzing barriers and presenting potential pathways to deployment for successful adoption in the future. The search yielded 42 research papers that were divided into two categories. The first category included articles that focused on the technical aspect of virtual prosthesis training. Articles in the second category utilize user evaluation procedures to ensure applicability in a clinical environment. The review showed that 75% of articles that conducted whole system testing experimented with non-immersive virtual systems. Furthermore, there is a shortage of experiments performed with amputee subjects. From the large-scale studies analyzed, 71% of those recruited solely non-disabled participants. This paper shows that X-Reality technologies for prosthesis rehabilitation of upper-limb amputees carry significant benefits. Nevertheless, much still must be done so that the technology reaches widespread clinical use."
Current rates of prosthetic usage in upper-limb amputees – have innovations had an impact on device acceptance?,"S. Salminger, H. Stino, L. Pichler, Clemens Gstoettner, A. Sturma, J. Mayer, M. Szivak, O. Aszmann",https://doi.org/10.1080/09638288.2020.1866684,,2020,"Abstract Purpose There is a large body of evidence demonstrating high rates of prosthesis abandonment in the upper extremity. However, these surveys were conducted years ago, thus the influence of recent refinements in prosthetic technology on acceptance is unknown. This study aims to gather current data on prosthetic usage, to assess the effects of these advancements. Materials and methods A questionnaire was sent to 68 traumatic upper limb amputees treated within the Austrian Trauma Insurance Agency between the years 1996 and 2016. Responses were grouped by the year of amputation to assess the effect of time. Results The rejection rate at all levels of amputation was 44%. There was no significant difference in acceptance between responders amputated before or after 2006 (p = 0.939). Among users, 92.86% (n = 13) used a myoelectric, while only one amputee (7.14%, n = 1) used a body-powered device. Most responders complained about the comfort (60.87%, n = 14) as well as the weight of the device (52.17%, n = 12). Conclusions The advancements of the last decade in the arena of upper limb prosthetics have not yet achieved a significant change in prosthetic abandonment within this study cohort. Although academic solutions have been presented to tackle patient’s complaints, clinical reality still shows high rejection rates of cost-intensive prosthetic devices. Implications for rehabilitation Abandonment rates in prosthetic rehabilitation after upper limb amputation have shown to be 50% and higher. The advancements of the last decade in the arena of upper limb prosthetics have not yet achieved a significant change in prosthetic abandonment. Well-structured and patient-tailored prosthetic training as well as ensuring the amputee’s active participation in the decision making process will most likely improve prosthetic acceptance."
Technological Advances in Prosthesis Design and Rehabilitation Following Upper Extremity Limb Loss,"Taylor Bates, J. Fergason, Sarah N. Pierrie",https://www.semanticscholar.org/paper/905056ffa9fa963e8df8b974d90b94c05a5f7e29,,2020,"PURPOSE OF REVIEW
The complexity of the human extremity, particularly the upper extremity and the hand, allows us to interact with the world. Prosthetists have struggled to recreate the intuitive motor control, light touch sensation, and proprioception of the innate limb in a manner that reflects the complexity of its native form and function. Nevertheless, recent advances in prosthesis technology, surgical innovations, and enhanced rehabilitation appear promising for patients with limb loss who hope to return to their pre-injury level of function. The purpose of this review is to illustrate recent technological advances that are moving us one step closer to the goal of multi-functional, self-identifiable, durable, and intuitive prostheses.

RECENT FINDINGS
Surgical advances such as targeted muscle reinnervation, regenerative peripheral nerve interfaces, agonist-antagonist myoneural interfaces, and targeted sensory reinnervation; development of technology designed to restore sensation, such as implanted sensors and haptic devices; and evolution of osseointegrated (bone-anchored) prostheses show great promise. Augmented and virtual reality platforms have the potential to enhance prosthesis design, pre-prosthetic training, incorporation, and use. Emerging technologies move surgeons, rehabilitation physicians, therapists, and prosthetists closer to the goal of creating highly functional prostheses with elevated sensory and motor control. Collaboration between medical teams, scientists, and industry stakeholders will be required to keep pace with patients who require durable, high-functioning prostheses.

"
"The roles of predisposing characteristics, established need, and enabling resources on upper extremity prosthesis use and abandonment","E. Biddiss, T. Chau",https://www.semanticscholar.org/paper/091160292f7f61f987d33349551c7e7e73658354,,2007,"Purpose. Prosthesis use and abandonment is a complex function of variables defining the contextualized individual. This review presents a comprehensive panoramic of these factors as related to the management of upper limb deficiency. Method. Anderson's model for health service utilization was used to frame prosthesis use and abandonment as a function of (1) predisposing characteristics of the individual (e.g. gender or level of limb loss); (2) established need, as characterized by lifestyle- and age-related demands; and (3) enabling resources (e.g. clinical and social). English-language articles pertaining to these components were identified in a search of Ovid, PubMed, ISI Web of Science and www.scholar.google.com (1980 – November 2006) for key words upper limb and prosthesis. Approximately 90 articles were included as evidence in this review. Results. Personal and contextual factors are critical determinants of prosthesis acceptance. While the influence of some factors (i.e. lifestyle, level of limb loss), is strongly supported in the literature, the impact of others, (i.e. age of fitting, efficacy of training protocols), remain controversial. Conclusions. Enhanced understanding of these factors is required to optimize clinical practices, guide design efforts, and satiate demand for evidence-based measures of intervention. Future research should comprise of controlled, multifactor studies adopting standardized outcome measures and providing comprehensive descriptions of population characteristics."
Reflections on the present and future of upper limb prostheses,"D. Farina, S. Amsüss",https://www.semanticscholar.org/paper/f8f164583a59423f6bad3f2b9e6c690ca89354b9,,2016,"ABSTRACT Despite progress in research and media attention on active upper limb prostheses, presently the most common commercial upper limb prosthetic devices are not fundamentally different from solutions offered almost one century ago. Limited information transfer for both control and sensory-motor integration and challenges in socket technology have been major obstacles. By analysing the present state-of-the-art and academic achievements, we provide our opinion on the future of upper limb prostheses. We believe that surgical procedures for muscle reinnervation and osseointegration will become increasingly clinically relevant; muscle electrical signals will remain the main clinical means for prosthetic control; and chronic electrode implants, first in muscles (control), then in nerves (sensory feedback), will become viable clinical solutions. After decades of suspended clinically relevant progress, it is foreseeable that a new generation of upper limb prostheses will enter the market in the near future based on such advances, thereby offering substantial clinical benefit for patients."
History of upper limb prostheses,P. Kyberd,https://www.semanticscholar.org/paper/3de623317870e34a4269b3bb650a68ffdb5af4d6,,2022,"Limb Prosthetics has a long history with stories of artificial limbs going back more than two thousand years. The first physical evidence for artificial limbs is in Egyptian mummies. Later medieval designs survive for study. The most famous user was the German knight; Götz von Berlichingen. The first body powered designs were recorded in 1812 by Peter Ballif. To create a viable market and companies to supply it, required technical developments including anesthetics and antisepsis, after which the chances of surviving the initial trauma allowed many more people to survive. The First and Second World Wars provided a spur to increasing the technology, as did the significant number of children born with the teratogenic effects of α-phthalimidoglutarimide (Thalidomide). The story of the impact of the drug and the response by the industry is not one where the majority of the industry emerge with a good reputation. Nevertheless the industry has learned lessons that have improved many aspects of prosthetics and drug development."
PARÉ AND PROSTHETICS: THE EARLY HISTORY OF ARTIFICIAL LIMBS,A. Thurston,https://www.semanticscholar.org/paper/ffa226d158bc86af4d14f3d9e6a2eec3a52799cf,,2007,"There is evidence for the use of prostheses from the times of the ancient Egyptians. Prostheses were developed for function, cosmetic appearance and a psycho‐spiritual sense of wholeness. Amputation was often feared more than death in some cultures. It was believed that it not only affected the amputee on earth, but also in the afterlife. The ablated limbs were buried and then disinterred and reburied at the time of the amputee’s death so the amputee could be whole for eternal life. One of the earliest examples comes from the 18th dynasty of ancient Egypt in the reign of Amenhotep II in the fifteenth century bc. A mummy in the Cairo Museum has clearly had the great toe of the right foot amputated and replaced with a prosthesis manufactured from leather and wood. The first true rehabilitation aids that could be recognized as prostheses were made during the civilizations of Greece and Rome. During the Dark Ages prostheses for battle and hiding deformity were heavy, crude devices made of available materials ‐ wood, metal and leather. Such were the materials available to Ambroise Paré who invented both upper‐limb and lower‐limb prostheses. His ‘Le Petit Lorrain’, a mechanical hand operated by catches and springs, was worn by a French Army captain in battle. Subsequent refinements in medicine, surgery and prosthetic science greatly improved amputation surgery and the function of prostheses. What began as a modified crutch with a wooden or leather cup and progressed through many metamorphoses has now developed into a highly sophisticated prosthetic limb made of space‐age materials."
HISTORY AND THE PRESENT TIME EXTERNAL PROSTHESIS OF THE UPPER EXTREMITIES,"I. Biriuk, T. Khmara, Р. Kovalchuk, Т. Komar, I. Zamorskii",https://www.semanticscholar.org/paper/76dd9bd4c4687f858a4e51fc156ae98b51a85fa2,,2024,"The history of prosthetics dates back to ancient times and is closely related to military operations. It was during armed conflicts that the frequency of injuries and loss of limbs increased, which as a result stimulated the development of restorative technologies. Over the centuries, prostheses have been improved and acquired new features and appearance, however, as in the past and now, the functional capabilities of prostheses are a reflection of the existing knowledge of the anatomy and physiology of the limbs. 
The first prostheses, which today are valuable exhibits in various museums of the world, only hid anatomical defects, they were made of available, but not always light materials, and were most often wooden. Over time, the improvement of fastening and the addition of metal parts allowed not only to masking of defects but also to performing of the simplest movements, such as grabbing and lifting objects. 
The First, and later the Second World War significantly accelerated the development of prosthetics. Progress is associated with two important points: the discovery of antibiotics and the improvement of the amputation technique. However, the history of prosthetics until the end of the 19th century. It is characterized by the efforts of individual doctors, technicians, inventors, and the disabled themselves to some extent to fill the function of the lost limb. 
In medical science, every great discovery has the foundation of numerous attempts and acquired knowledge. In 2010, a multifaceted approach made it possible to create a new type of prosthetics – bionic. Bionic devices work through electrical impulses transmitted directly from the user’s muscles, reproducing a wide variety of movements. 
In connection with the war in Ukraine, the number of upper limb amputations has increased in recent years, which requires thorough knowledge of the anatomical and functional features of stumps of the upper limbs and improvement of the technological processes of manufacturing finger, forearm, and shoulder prostheses. The first bionic hand prosthesis was installed at the Nezlamni National Rehabilitation Center of the First Medical Association of Lviv. Thanks to special sensors, the bionic hand prosthesis can reproduce normal movements. Analyzing the history of the formation of upper limb prostheses, it is expected that the war in Ukraine will lead to the rapid development of prosthetics in the whole world."
Evolución de las prótesis a través de la historia,"M. T. Carrascal Morillo, Carlos García García, Alejandro Bustos Caballero, José Tomás Castell Gómez",https://publicaciones.asoc-aeim.es/anales/article/download/229/90,,2025,"La evolución de las prótesis a lo largo del tiempo es larga y está plagada de historias, desde las piezas rudimentarias de sus comienzos primitivos, hasta las sofisticadas y funcionales prótesis de la actualidad. Los historiadores no saben a ciencia cierta si las primeras prótesis fueron funcionales o meramente ornamentales, ya que el concepto de la integridad humana ha cambiado en las culturas a lo largo del tiempo. Una prótesis es un elemento mecánico desarrollado con el fin de mejorar o reemplazar una función, una parte o un miembro completo del cuerpo humano afectado. Por tanto, una prótesis para el paciente, y en particular para el amputado, refuerza su desarrollo psicológico, creando una percepción de totalidad al recobrar la movilidad y el aspecto. El avance en el diseño de las prótesis ha estado ligado directamente con el desarrollo de nuevos materiales, nuevas tecnologías y el mejor entendimiento de la biomecánica del cuerpo humano. Las prótesis más antiguas que se conocen provienen del Antiguo Egipto, entre 2700 y 3400 años A.C. Los primeros materiales utilizados fueron el lino, la madera y el cuero, y en épocas posteriores hasta el renacimiento, la madera y el cuero se reforzaba con hierro o cobre. La gran evolución de las prótesis en la cirugía la realizó el médico Ambroise Paré en el siglo XVI, quien desarrolló nuevas prótesis articuladas con control de bloqueo. En los siguientes siglos los nuevos sistemas de cirugía y el desarrollo de nuevos materiales ha hecho que las prótesis hayan evolucionado más rápidamente. En la actualidad, el uso de los microprocesadores, los chips informáticos y la robótica ha posibilitado que las nuevas prótesis conecten con los músculos y los nervios haciendo que los amputados recuperen su estilo de vida y puedan ejecutar cualquier acción de la vida diaria proporcionándoseles una funcionalidad impensable. En este trabajo se presenta una recopilación de dispositivos que pretende mostrar la evolución que han sufrido las prótesis a lo largo de la Historia, tanto en su diseño como en los materiales empleados para su fabricación."
Evolution of Functional Hand Prostheses on the Postal Stamps,A. Afshar,http://www.thieme-connect.de/products/ejournals/pdf/10.1055/s-0037-1608744.pdf,,2017,"Losing a part of the upper limb or the hand is not an uncommon disability; however, using a prosthesis can improve the quality of life and working of the amputee.1 This brief review presents the evolution of functional hand prostheses on the postal stamps; however, by no means it is a complete review. A stamp issued byHungary in 1987 demonstrates Ambroise Paré (1510–1590) and a design of a mechanical artificial hand (►Fig. 1). Paré was a French barber/surgeon. He not only contributed to the technique of surgical amputation but also presented a design of mechanical hand prostheses. He was an accomplishedanatomist. Therefore,whenheattemptedtocraft anartificial hand, henotonly intended to conceal thedeformity but alsowanted it towork as a biological hand. Themechanical engineering of the Paré’s artificial handmay be considered as a precursor of the today’s robotic hand. However, Paré’s artificial hand did not have voluntarymovement andwas too expensive that only the wealthy individuals could afford it.2 Until the mid-19th century, the hand prosthesis for the common people consisted of a leather bucket and hook. In the Peter Pan fictional stories, the character of the pirates’ captain acquired thenameCaptainHookbecauseheuseda singlehook terminal device on his lost right hand. A hookdevice instead of the right handpresents a character beyondregular appearance for the pirates’ captain. The Captain Hook’s right handwas cut off by Pan andwas eaten by a crocodile.►Fig. 2 demonstrates Captain Hook with a single hook stand terminal device for his lost right hand.3 Functional prostheses are divided into body-powered (cable-controlled) and externally powered (myoelectric).1 In 1818, Peter Baliff, a German dentist, introduced the idea of automatic body-powered upper limb prosthesis.4 In the 1860s, the Comte de Beaufort in France adapted a design of prosthesis to enable the amputee to open and close a double"
VARIABLE STIFFNESS HAND PROSTHESIS: A SYSTEMATIC REVIEW,"S. C. Tapia-Siles, Oscar Urquidi-Gandarillas, Markus Pakleppa",https://www.semanticscholar.org/paper/b8634f229810786495df79c3dcb3f10aa9e90824,,2017,"Prosthetics is an important field in engineering due to the large number of amputees worldwide and the associated problems such as limited functionality of the state of the art. An important functionality of the human hand is its capability of adjusting the stiffness of the joints depending on the currently performed task. For the development of new technology it is important to understand the limitations of existing resources. As part of our efforts to develop a variable stiffness grasper for developing countries a systematic review was performed covering technology of body powered and myoelectric hand prosthesis. Focus of the review is readiness of prosthetic hands regarding their capability of controlling the stiffness of the end effector. Publications sourced through three different digital libraries were systematically reviewed on the basis of the PRISMA standard. We present a search strategy as well as the PRISMA assessment of the resulting records which covered 321 publications. The records were assessed and the results are presented for the ability of devices to control their joint stiffness. The review indicates that body powered prosthesis are preferred to myoelectric hands due to the reduced cost, the simplicity of use and because of their inherent ability to provide feedback to the user. Stiffness control was identified but has not been fully covered in the current state of the art. In addition we summarise the identified requirements on prosthetic hands as well as related information which can support the development of new prosthetics."
A century of advances in prostheses,,https://www.nature.com/articles/s41563-018-0218-y.pdf,,2018,"None

"
Limb Prostheses: Industry 1.0 to 4.0: Perspectives on Technological Advances in Prosthetic Care,S. Raschke,https://www.frontiersin.org/articles/10.3389/fresc.2022.854404/pdf,,2022,"Technological advances from Industry 1.0 to 4.0, have exercised an increasing influence on prosthetic technology and practices. This paper explores the historical development of the sector within the greater context of industrial revolution. Over the course of the first and up the midpoint of the second industrial revolutions, Industry 1.0 and 2.0, the production and provision of prosthetic devices was an ad hoc process performed by a range of craftspeople. Historical events and technological innovation in the mid-part of Industry 2.0 created an inflection point resulting in the emergence of prosthetists who concentrated solely on hand crafting and fitting artificial limbs as a professional specialty. The third industrial revolution, Industry 3.0, began transforming prosthetic devices themselves. Static or body powered devices began to incorporate digital technology and myoelectric control options and hand carved wood sockets transitioned to laminated designs. Industry 4.0 continued digital advancements and augmenting them with data bases which to which machine learning (M/L) could be applied. This made it possible to use modeling software to better design various elements of prosthetic componentry in conjunction with new materials, additive manufacturing processes and mass customization capabilities. Digitization also began supporting clinical practices, allowing the development of clinical evaluation tools which were becoming a necessity as those paying for devices began requiring objective evidence that the prosthetic technology being paid for was clinically and functionally appropriate and cost effective. Two additional disruptive dynamics emerged. The first was the use of social media tools, allowing amputees to connect directly with engineers and tech developers and become participants in the prosthetic design process. The second was innovation in medical treatments, from diabetes treatments having the potential to reduce the number of lower limb amputations to Osseointegration techniques, which allow for the direct attachment of a prosthesis to a bone anchored implant. Both have the potential to impact prosthetic clinical and business models. Questions remains as to how current prosthetic clinical practitioners will respond and adapt as Industry 4.0 as it continues to shape the sector."
Prosthetic Myoelectric Control Strategies: A Clinical Perspective,"Aidan D. Roche, Hubertus Rehbaum, D. Farina, O. Aszmann",https://link.springer.com/content/pdf/10.1007/s40137-013-0044-8.pdf,,2014,"Control algorithms for upper limb myoelectric prostheses have been in development since the mid-1940s. Despite advances in computing power and in the performance of these algorithms, clinically available prostheses are still based on the earliest control strategies. The aim of this review paper is to detail the development, advantages and disadvantages of prosthetic control systems and to highlight areas that are current barriers for the transition from laboratory to clinical practice. Current surgical strategies and future research directions to achieve multifunctional control will also be discussed. The findings from this review suggest that regression algorithms may offer an alternative feed-forward approach to direct and pattern recognition control, while virtual rehabilitation environments and tactile feedback could improve the overall prosthetic control."
