Title,Authors,URL,DOI,Published Date,Summary
Methods to assess lower limb prosthetic adaptation: a systematic review,"Soto-Cardona, Isabel Cristina",https://jneuroengrehab.biomedcentral.com/articles/10.1186/s12984-024-01530-7,,2025-04-28,
"OpenLimbTT, a transtibial residual limb shape model for prosthetics simulation and design: creating a statistical anatomic model using sparse data","Fiona Sunderland, A. Sobey, J. Bramley, J. Steer, Rami Al-Dirini, C. Metcalf, D. Toderita, Anthony M. J. Bull, Ziyun Ding, David Henson, P. Worsley, A. Dickinson",https://www.medrxiv.org/content/medrxiv/early/2024/11/30/2024.11.27.24317622.full.pdf,,2024,"Abstract Poor socket fit is the leading cause of prosthetic limb discomfort. However, currently clinicians have limited objective data to support and improve socket design. Finite element analysis predictions might help improve the fit, but this requires internal and external anatomy models. While external 3D surface scans are often collected in routine clinical computer-aided design practice, detailed internal anatomy imaging (e.g., MRI or CT) is not. We present a prototype statistical shape model (SSM) describing the transtibial amputated residual limb, generated using a sparse dataset of 33 MRI and CT scans. To describe the maximal shape variance, training scans are size-normalized to their estimated intact tibia length. A mean limb is calculated and principal component analysis used to extract the principal modes of shape variation. In an illustrative use case, the model is interrogated to predict internal bone shapes given a skin surface shape. The model attributes ~52% of shape variance to amputation height and ~17% to slender-bulbous soft tissue profile. In cross-validation, left-out shapes influenced the mean by 0.14–0.88 mm root mean square error (RMSE) surface deviation (median 0.42 mm), and left-out shapes were recreated with 1.82–5.75 mm RMSE (median 3.40 mm). Linear regression between mode scores from skin-only- and full-model SSMs allowed prediction of bone shapes from the skin with 3.56–10.9 mm RMSE (median 6.66 mm). The model showed the feasibility of predicting bone shapes from surface scans, which addresses a key barrier to implementing simulation within clinical practice, and enables more representative prosthetic biomechanics research."
A New Automatic Process Based on Generative Design for CAD Modeling and Manufacturing of Customized Orthosis,"A. Cirello, T. Ingrassia, G. Marannano, A. I. Mirulla, V. Nigrelli, Giovanni Petrucci, V. Ricotta",https://www.mdpi.com/2076-3417/14/14/6231/pdf?version=1721225781,,2024,"As is widely recognized, advancements in new design and rapid prototyping techniques such as CAD modeling and 3D printing are pioneering individualized medicine, facilitating the implementation of new methodologies for creating customized orthoses. The aim of this paper is to develop a new automatic technique for producing personalized orthoses in a straightforward manner, eliminating the necessity for doctors to collaborate directly with technicians. A novel design method for creating customized wrist orthoses has been implemented, notably featuring a generative algorithm for the parametric modeling of the orthosis. To assess the efficacy of the developed algorithm, a case study was conducted involving the design and rapid prototyping of a wrist orthosis using Fused Deposition Modeling (FDM) technology. Subsequently, the developed algorithm was tested by clinicians and patients. The results obtained indicate that the implemented algorithm is user-friendly and could potentially enable non-expert users to design customized orthoses. These results introduce innovative elements of originality within the CAD modeling, offering promising solutions to the challenges associated with the design and production of customized orthoses. Future developments could consist of a better investigation regarding the parameters that influence the accuracy of the scanning and of the printing processes."
Standard Guide for Assessing Fit Accommodation of Exoskeletons for Manufacturers  and Designers,,https://www.astm.org/f3661-24.html,,2024-11-27,
Customized Orthosis Design Based on Surface Reconstruction from 3D-Scanned Points,"N. Alrasheedi, A. Ben Makhlouf, B. Louhichi, M. Tlija, Khalil Hajlaoui",https://www.mdpi.com/2673-1592/6/1/8/pdf?version=1706090158,,2024,"Limb disability is a frequent healthcare problem, especially for patients in primary care. Orthotic treatment has become the most common practice for either rehabilitation or permanent assistance, due to the emergence of 3D scanning and 3D printing technologies. A CAD model rebuilt from captured data is a key step in the rapid prototyping process of customized orthoses. An accurate and robust surface reconstruction technique remains a research challenge, aiming for a well-fitting design and the patient’s comfort. Thus, this paper presents of a new 3D curve-based reconstruction algorithm to obtain a precise 3D surface of an orthotic device from a scanned body part. Numerical experiments of two orthosis design case studies are shown to evaluate the reliability and accuracy of the proposed approach compared to other reconstruction methods."
Customized Orthosis Design Based on Surface Reconstruction from 3D-Scanned Points,"N. Alrasheedi, A. Ben Makhlouf, B. Louhichi, M. Tlija, Khalil Hajlaoui",https://www.mdpi.com/2673-1592/6/1/8/pdf?version=1706090158,,2024,"Limb disability is a frequent healthcare problem, especially for patients in primary care. Orthotic treatment has become the most common practice for either rehabilitation or permanent assistance, due to the emergence of 3D scanning and 3D printing technologies. A CAD model rebuilt from captured data is a key step in the rapid prototyping process of customized orthoses. An accurate and robust surface reconstruction technique remains a research challenge, aiming for a well-fitting design and the patient’s comfort. Thus, this paper presents of a new 3D curve-based reconstruction algorithm to obtain a precise 3D surface of an orthotic device from a scanned body part. Numerical experiments of two orthosis design case studies are shown to evaluate the reliability and accuracy of the proposed approach compared to other reconstruction methods."
A Review on 3D Scanners Studies for Producing Customized Orthoses,"Rui Silva, Bruna Silva, Cristiana Fernandes, P. Morouco, N. Alves, António Veloso",https://pmc.ncbi.nlm.nih.gov/articles/PMC10935386/pdf/sensors-24-01373.pdf,,2024,"When a limb suffers a fracture, rupture, or dislocation, it is traditionally immobilized with plaster. This may induce discomfort in the patient, as well as excessive itching and sweating, which creates the growth of bacteria, leading to an unhygienic environment and difficulty in keeping the injury clean during treatment. Furthermore, if the plaster remains for a long period, it may cause lesions in the joints and ligaments. To overcome all of these disadvantages, orthoses have emerged as important medical devices to help patients in rehabilitation, as well as for self-care of deficiencies in clinics and daily life. Traditionally, these devices are produced manually, which is a time-consuming and error-prone method. From another point of view, it is possible to use imageology (X-ray or computed tomography) to scan the human body; a process that may help orthoses manufacturing but which induces radiation to the patient. To overcome this great disadvantage, several types of 3D scanners, without any kind of radiation, have emerged. This article describes the use of various types of scanners capable of digitizing the human body to produce custom orthoses. Studies have shown that photogrammetry is the most used and most suitable 3D scanner for the acquisition of the human body in 3D. With this evolution of technology, it is possible to decrease the scanning time and it will be possible to introduce this technology into clinical environment."
Anatomical-Based Customized Cervical Orthosis Design in Automation,"Yu-Ching Hsiao, Chung-De Chen, Yi-Hsiu Wu, Jing-Jing Fang",https://www.mdpi.com/2076-3417/14/16/7424/pdf?version=1724330923,,2024,"Cervical orthoses, vital for neck immobilization in medical care and sports, often struggle to provide adequate support due to individual neck shape and size variations. This study addresses this issue by developing a specific computer-aided orthosis design software tailored for creating customized 3D-printed cervical orthoses. The self-developed software embedded anatomical and rehabilitation knowledge into the orthosis design process, ensuring consistency and reducing manual modification. Finite element analysis of cervical orthoses determined that a minimum thickness of 5 mm PLA (polylactic acid) material is necessary to meet safety requirements. This study highlights the automation potential of customized computer-aided orthosis design and underscores the potential to revolutionize orthopedic care. We also applied easy-to-access 3D printing technology to fabricate well-fitting and immobilized cervical orthoses. These customized cervical orthoses offer a promising future with the advantages of being cost-effective, lightweight, immobility, comfortable, easy to wear, and minimal accessories to meet clinical needs, enhancing patient comfort and compliance and providing reassurance about the economic benefits of the technology."
Insights into the spectrum of transtibial prosthetic socket design from expert clinicians and their digital records,"Andreas Kannenberg, Joan Sanders, A. Dickinson, J. Steer, C. Rossides, L. E. Diment, F. Mbithi, J. Bramley, D. Hannett, J. Blinova, Z. Tankard, P. Worsley",https://doi.org/10.3389/fresc.2024.1354069,,2024,"Background Transtibial prosthetic sockets are often grouped into patella tendon bearing (PTB) or total surface bearing (TSB) designs, but many variations in rectifications are used to apply these principles to an individual's personalised socket. Prosthetists currently have little objective evidence to assist them as they make design choices. Aims To compare rectifications made by experienced prosthetists across a range of patient demographics and limb shapes to improve understanding of socket design strategies. Methodology 163 residual limb surface scans and corresponding CAD/CAM sockets were analysed for 134 randomly selected individuals in a UK prosthetics service. This included 142 PTB and 21 TSB designs. The limb and socket scans were compared to determine the location and size of rectifications. Rectifications were compiled for PTB and TSB designs, and associations between different rectification sizes were assessed using a variety of methods including linear regression, kernel density estimation (KDE) and a Naïve Bayes (NB) classification. Results Differences in design features were apparent between PTB and TSB sockets, notably for paratibial carves, gross volume reduction and distal end elongation. However, socket designs varied across a spectrum, with most showing a hybrid of the PTB and TSB principles. Pairwise correlations were observed between the size of some rectifications (e.g., paratibial carves; fibular head build and gross volume reduction). Conversely, the patellar tendon carve depth was not associated significantly with any other rectification, indicating its relative design insensitivity. The Naïve Bayes classifier produced design patterns consistent with expert clinician practice. For example, subtle local rectifications were associated with a large volume reduction (i.e., a TSB-like design), whereas more substantial local rectifications (i.e., a PTB-like design) were associated with a low volume reduction. Clinical implications This study demonstrates how we might learn from design records to support education and enhance evidence-based socket design. The method could be used to predict design features for newly presenting patients, based on categorisations of their limb shape and other demographics, implemented alongside expert clinical judgement as smart CAD/CAM design templates."
Current Issues Related to Anthropometry in Engineering,"A.H.Hilmi, A.R.A.Hamid",https://ejournal.unimap.edu.my/index.php/mjer/article/download/739/472,,2024,"Anthropos and Metrikos both mean ""human"" in Greek, which is where the term anthropometry comes from. Anthropometry is employed in a variety of fields, including apparel and textile design. For anthropometric evaluations, a current, thorough, and community-specific anthropometric normative-reference standard is necessary. In health care, ergonomic design is utilised to reduce pain and illness. Misalignments between humans and machines result in pain, accidents, biomechanical stress, tiredness, and musculoskeletal injuries. Designing for the anthropometrics of end users improves long-term viability. The human body comes in a wide range of sizes and shapes. Manual measurement and 3D scanning procedures, on the other hand, are inefficient and expensive, making precise body measurements difficult. This is especially true for head-worn medical devices. Manual measurement and 3D scanning are inefficient and expensive, making precise body measurements difficult. Grip strength and force were determined using hand measurements. Anthropometric parameter estimate is more precise when a 3D model is used to boost pinnae features. While numerous anatomical features have been gathered to aid in the ergonomic design of wearable devices, there is still a lot more work to be done. In three dimensions, the segment masses and torso Centre of Mass (COM) may be calculated. Researchers tracking mobility would benefit greatly from the ability to locate the body COM using a weighted sum of segment masses. Design features such as comfort and usefulness are crucial. Ergonomic characteristics like taller seats with front slopes and saddle chairs encourage good posture, movement, and alternation. In the creation of wearable technologies, using outdated anthropometric reference standards may be insufficient. This review discuses common issues related to anthropometry in engineering which includes the human body, anthropometric parameters, anthropometric measurements, the force plate method, ergonomic design, and body dimension. The goal is to give a broad overview of the subject."
Shape Analysis of Prosthetic Socket Rectification Procedure for Transtibial Amputees,"Yogeshvaran R. Nagarajan, F. Farukh, Vadim V. Silberschmidt, K. Kandan, Amit Kumar Singh, Pooja Mukul",https://www.mdpi.com/2673-1592/6/1/13/pdf?version=1707188050,,2024,"Achieving a comfortable socket residual limb interface is crucial for effective prosthetic rehabilitation, depending on the precise characterisation and fluctuations in the shape and volume of residual limbs. Clinicians rely on subjective and iterative methods for shaping sockets, often involving a trial-and-error approach. This study introduces a framework for measuring, analysing, and comparing residual limb shape and volume using scanned data to facilitate more informed clinical decision-making. Surface scans of 44 transtibial residual limb casts of various sizes and lengths were examined. All scans were spatially aligned to a mid-patella and subjected to analysis using a shape analysis toolbox. Geometric measurements were extracted, with particular attention to significant rectified regions during the cast rectification process. Following PTB guidelines, our analysis revealed substantial alterations, primarily in the mid-patella region, followed by the patellar tendon area. Notably, there was a significant volume change of 6.02% in the region spanning from mid-patella to 25% of the cast length. Beyond this point, linear cast modifications were observed for most amputees up to 60% of the cast length, followed by individual-specific deviations beyond this region. Regardless of residual limb size and length, the modifications applied to positive casts suggested categorising patients into five major groups. This study employs the AmpScan shape analysis tool, to comprehend the cast rectification process used for capturing and assessing the extent of rectification on patients’ residual limb casts. The clinical implications of our research are threefold: (a) the comparison data can serve as training resources for junior prosthetists; (b) this will aid prosthetists in identifying specific regions for rectification and assessing socket fit; (c) it will help in determining optimal timing for prosthetic fitting or replacement."
THE PRODUCTION OF HYBRID PROSTHETIC SOCKETS THROUGH THE INTEGRATION OF 3D PRINTING AND CONVENTIONAL LAMINATION,"B. Štefanovič, L. Bednarčíková, M. Michalíková, R. Hudák, Jozef Živčák",https://doi.org/10.14311/ctj.2024.2.03,,2024,"Currently, due to the relatively high number of active users with amputation of the lower limbs, it is important to increase user comfort, innovate and optimize the connection between the residual limb and the prosthesis, i.e. the prosthetic socket. The purpose of this work is to combine the potential and advantages of both conventional and innovative (modern) production processes for the design and fabrication of personalized hybrid sockets to optimize production, comfort, and patient safety. The socket was designed and constructed for a highly active user (Functional Classification Level 4) to ensure comfort and safety during high-stress sports activities (skiing). Unlike traditional plastering, a 3D scanner was used to take measurement data. The 3D model of the stump was edited in a software environment instead of laborious and lengthy processing of the plaster positive. Subsequently, a matrix of the prosthetic socket was made from PETG material using FFF 3D printing, which was laminated to increase strength. 3D printed samples of PETG material were tested for tension and pressure according to the relevant standard (EN ISO 527-2: 1996). The last phase was static and dynamic testing of the hybrid socket. No deviations were recorded in the monitored parameters, both at a slow (1.0 km/h) and at a standard (2.5 km/h) walking speed. Once the socket integrity has been assessed, a greater dynamic load was initiated in the form of activities with higher dynamic levels (lateral leaning on the knee and jumps). According to the test results, there has been no change in the shape or integrity of the socket, and the subjective point of view of the volunteer rated the hybrid prosthetic socket as comfortable."
Techniques for Measuring the Fluctuation of Residual Lower Limb Volume in Clinical Practices: A Systematic Review of the Past Four Decades,"Mohd Tajularif Ibrahim, N. A. Hashim, N. A. Abd Razak, N. A. Abu Osman, Hossein Gholizadeh, S. D. Astuti",https://www.mdpi.com/2076-3417/14/6/2594/pdf?version=1710932396,,2024,"Increased pressure and shear stress distributions at the limb–socket interface are hypothesised to result from changes in the residual limb shape and volume, which can cause socket fit difficulties. Accurate residual limb volume measurements may aid clinicians in developing strategies to accommodate volume fluctuations. This review primarily aims to analyse the techniques available for measuring the residual lower limb volume that may be used in clinical settings, as documented in the works published over the previous four decades. A comprehensive search of articles in PubMed, ScienceDirect, Web of Science, and Google Scholar identified 904 articles, and further analysis resulted in only 39 articles being chosen to be analysed. Based on the findings, there are nine techniques available to measure the residual limb volume: water displacement, anthropometric measurement, contact probes, optical scanning, spiral X-ray computed tomography (SXCT), magnetic resonance imaging (MRI), ultrasound, laser scanning, and bioimpedance. Considering the variety of techniques for determining residual limb volume, it is critical to choose the ones that best suit clinicians’ objectives, and each technique has potential sources of error that should be avoided by taking precautionary action. A comprehensive study of the measurement techniques is needed since researchers have developed and extensively utilised many new measuring devices, especially handheld 3D laser scanners."
A high precision laser scanning system for measuring shape and volume of transtibial amputee residual limbs: Design and validation,"C. Squibb, Michael L. Madigan, Michael K Philen",https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0301619&type=printable,,2024,"Changes in limb volume and shape among transtibial amputees affects socket fit and comfort. The ability to accurately measure residual limb volume and shape and relate it to comfort could contribute to advances in socket design and overall care. This work designed and validated a novel 3D laser scanner that measures the volume and shape of residual limbs. The system was designed to provide accurate and repeatable scans, minimize scan duration, and account for limb motion during scans. The scanner was first validated using a cylindrical body with a known shape. Mean volumetric errors of 0.17% were found under static conditions, corresponding to a radial spatial resolution of 0.1 mm. Limb scans were also performed on a transtibial amputee and yielded a standard deviation of 8.1 ml (0.7%) across five scans, and a 46 ml (4%) change in limb volume when the socket was doffed after 15 minutes of standing."
A scoping review of digital fabrication techniques applied... : Prosthetics and Orthotics International,Author Information,https://journals.lww.com/poijournal/fulltext/2024/10000/a_scoping_review_of_digital_fabrication_techniques.15.aspx,,2025-05-13,
A scoping review of digital fabrication techniques applied... : Prosthetics and Orthotics International,Author Information,https://journals.lww.com/poijournal/fulltext/9900/a_scoping_review_of_digital_fabrication_techniques.286.aspx,,2025-04-28,
